reporter_iso,partner_iso,quarter_t,export_usd,import_usd,bilateral_tariff
JPN,IDN,2017Q4,234.3449244552903,156.23123148906825,
JPN,IDN,2018Q1,127.39199100579845,84.92884383156661,
JPN,IDN,2018Q2,93.47285262619607,62.315967679017376,
JPN,IDN,2018Q3,95.27293081019889,63.516061923725374,
JPN,IDN,2018Q4,132.7922255578069,88.5291265656906,
JPN,IDN,2019Q1,270.05875096286763,180.04083987915374,
JPN,IDN,2019Q2,386.87630648530194,257.9197507794984,
JPN,IDN,2019Q3,359.11877776121673,239.41445545017177,
JPN,IDN,2019Q4,186.78616479061384,124.52495389117621,
JPN,IDN,2020Q1,39.22466433232421,26.14977288750606,
JPN,IDN,2020Q2,22.51877699740271,15.01248711072185,
JPN,IDN,2020Q3,20.364556332538086,13.576357111607194,
JPN,IDN,2020Q4,32.762002337734884,21.841382890164823,
JPN,IDN,2021Q1,56.650901332050125,37.76768961074549,
JPN,IDN,2021Q2,81.3902213230649,54.26103497924578,
JPN,IDN,2021Q3,104.71965999550594,69.81417268424866,
JPN,IDN,2021Q4,126.63921734937867,84.42710272576005,
JPN,IDN,2022Q1,192.07227177706318,128.04819791387126,
JPN,IDN,2022Q2,271.7280840416488,181.15099799776544,
JPN,IDN,2022Q3,306.03790613229285,204.02390004194785,
JPN,IDN,2022Q4,295.0017380489953,196.66690404641577,
JPN,IDN,2023Q1,276.58522909651947,184.38982564491926,
JPN,IDN,2023Q2,280.95455787816445,187.30293603945393,
JPN,IDN,2023Q3,285.2271643908207,190.15155519726613,
JPN,IDN,2023Q4,289.40304863449455,192.93568311835952,
JPN,IDN,2024Q1,,,
JPN,IDN,2024Q2,,,
JPN,IDN,2024Q3,,,
JPN,IDN,2024Q4,,,
JPN,LAO,2005Q1,,,
JPN,LAO,2005Q2,,,
JPN,LAO,2005Q3,,,
JPN,LAO,2005Q4,,,
JPN,LAO,2006Q1,,,
JPN,LAO,2006Q2,,,
JPN,LAO,2006Q3,,,
JPN,LAO,2006Q4,,,
JPN,LAO,2007Q1,,,
JPN,LAO,2007Q2,,,
JPN,LAO,2007Q3,,,
JPN,LAO,2007Q4,,,
JPN,LAO,2008Q1,,,
JPN,LAO,2008Q2,,,
JPN,LAO,2008Q3,,,
JPN,LAO,2008Q4,,,
JPN,LAO,2009Q1,,,
JPN,LAO,2009Q2,,,
JPN,LAO,2009Q3,,,
JPN,LAO,2009Q4,,,
JPN,LAO,2010Q1,45.09313692120071,30.062913059805503,
JPN,LAO,2010Q2,41.257311535334495,27.505688433009162,
JPN,LAO,2010Q3,36.582087307066914,24.388887686601834,
JPN,LAO,2010Q4,31.067464236397882,20.712510820583503,
JPN,LAO,2011Q1,26.140096023435518,17.427593780477338,
JPN,LAO,2011Q2,22.88230695212968,15.25569261975825,
JPN,LAO,2011Q3,20.408605464347062,13.606549419640487,
JPN,LAO,2011Q4,18.718991560087744,12.480164180123921,
JPN,LAO,2012Q1,15.494883096403811,10.33078926942261,
JPN,LAO,2012Q2,12.82509135820726,8.550924568471544,
JPN,LAO,2012Q3,14.07260413090171,9.382567649524475,
JPN,LAO,2012Q4,19.237421414487244,12.825718512581375,
JPN,LAO,2013Q1,36.9197941037815,24.61277566723078,
JPN,LAO,2013Q2,53.85322527972562,35.90016290727354,
JPN,LAO,2013Q3,54.80421558797195,36.53369362002138,
JPN,LAO,2013Q4,39.772765028520894,26.51336780547433,
JPN,LAO,2014Q1,22.045193773714686,14.695796955617368,
JPN,LAO,2014Q2,16.139096829961318,10.7585755369264,
JPN,LAO,2014Q3,16.026951528123618,10.68388929065452,
JPN,LAO,2014Q4,21.708757868200337,14.471738216801725,
JPN,LAO,2015Q1,34.41060043820346,22.940029160341908,
JPN,LAO,2015Q2,45.465022478128276,30.310207529888032,
JPN,LAO,2015Q3,49.31221101996255,32.87508918477306,
JPN,LAO,2015Q4,45.952166063705704,30.63467412499699,
JPN,LAO,2016Q1,45.892112951260856,30.594185426553167,
JPN,LAO,2016Q2,47.988789165887965,31.99177468736673,
JPN,LAO,2016Q3,41.16333810731351,27.441294630406787,
JPN,LAO,2016Q4,25.41575977553771,16.942745255673344,
JPN,LAO,2017Q1,11.778277079042823,7.851114860225039,
JPN,LAO,2017Q2,8.029200279821566,5.351910637992887,
JPN,LAO,2017Q3,7.025461600389576,4.682897888884099,
JPN,LAO,2017Q4,8.767061040746057,5.844076612897993,
JPN,LAO,2018Q1,10.560650784976929,7.040078954514911,
JPN,LAO,2018Q2,11.36811117410764,7.578735124912214,
JPN,LAO,2018Q3,13.363730194565392,8.909328085198354,
JPN,LAO,2018Q4,16.547507846350072,11.031857835374467,
JPN,LAO,2019Q1,24.876559142406563,16.585064717965793,
JPN,LAO,2019Q2,33.768815687992856,22.513839556184394,
JPN,LAO,2019Q3,36.97612827279295,24.651887419109244,
JPN,LAO,2019Q4,34.49849689680764,22.99920830674057,
JPN,LAO,2020Q1,29.634602403792314,19.755307848066764,
JPN,LAO,2020Q2,28.119637451100743,18.7445533213197,
JPN,LAO,2020Q3,29.522517523654187,19.679622736626357,
JPN,LAO,2020Q4,33.843242621452646,22.56051609398719,
JPN,LAO,2021Q1,42.46335811056656,28.30830099410798,
JPN,LAO,2021Q2,49.62104333884463,33.08093090349462,
JPN,LAO,2021Q3,51.05384261413906,34.03631495469324,
JPN,LAO,2021Q4,46.761755936449845,31.174453147704185,
JPN,LAO,2022Q1,40.286739958250564,26.857052723092465,
JPN,LAO,2022Q2,37.37381598380671,24.914814247007143,
JPN,LAO,2022Q3,37.353538012778245,24.901380761957512,
JPN,LAO,2022Q4,40.22590604516449,26.816752267942775,
JPN,LAO,2023Q1,43.86651553515412,29.244459822595218,
JPN,LAO,2023Q2,46.24288716276078,30.82922668637866,
JPN,LAO,2023Q3,48.46318581380319,32.309883431891194,
JPN,LAO,2023Q4,50.52741148828159,33.686430059134864,
JPN,LAO,2024Q1,,,
JPN,LAO,2024Q2,,,
JPN,LAO,2024Q3,,,
JPN,LAO,2024Q4,,,
JPN,MYS,2005Q1,,,
JPN,MYS,2005Q2,,,
JPN,MYS,2005Q3,,,
JPN,MYS,2005Q4,,,
JPN,MYS,2006Q1,,,
JPN,MYS,2006Q2,,,
JPN,MYS,2006Q3,,,
JPN,MYS,2006Q4,,,
JPN,MYS,2007Q1,,,
JPN,MYS,2007Q2,,,
JPN,MYS,2007Q3,,,
JPN,MYS,2007Q4,,,
JPN,MYS,2008Q1,,,
JPN,MYS,2008Q2,,,
JPN,MYS,2008Q3,,,
JPN,MYS,2008Q4,,,
JPN,MYS,2009Q1,,,
JPN,MYS,2009Q2,,,
JPN,MYS,2009Q3,,,
JPN,MYS,2009Q4,,,
JPN,MYS,2010Q1,12.059714125958536,8.040134716638265,
JPN,MYS,2010Q2,31.80285687659756,21.20272452773044,
JPN,MYS,2010Q3,44.98157137531952,29.988794905546097,
JPN,MYS,2010Q4,51.595857622124385,34.39834585008519,
JPN,MYS,2011Q1,75.31050320440767,50.2080266588392,
JPN,MYS,2011Q2,108.04598067912497,72.03159625346939,
JPN,MYS,2011Q3,122.09773873735855,81.39928479731506,
JPN,MYS,2011Q4,117.46577737910883,78.31109229037634,
JPN,MYS,2012Q1,111.53403388850597,74.35644478175186,
JPN,MYS,2012Q2,114.40566625302063,76.27070561627426,
JPN,MYS,2012Q3,113.7483161822571,75.83213041726128,
JPN,MYS,2012Q4,109.5619836762163,73.04071918471254,
JPN,MYS,2013Q1,107.09318658330142,71.39379108804371,
JPN,MYS,2013Q2,105.82448769406642,70.5472502561463,
JPN,MYS,2013Q3,100.25065055538244,66.83172958405135,
JPN,MYS,2013Q4,90.3716751672498,60.247229071758625,
JPN,MYS,2014Q1,70.43743012460072,46.95923498236584,
JPN,MYS,2014Q2,57.38274215096749,38.25673943506308,
JPN,MYS,2014Q3,65.42515601318314,43.61875222634899,
JPN,MYS,2014Q4,94.5646717112486,63.0452733562222,
JPN,MYS,2015Q1,196.84354780260674,131.2301764949807,
JPN,MYS,2015Q2,312.3507828321135,208.23359079094598,
JPN,MYS,2015Q3,359.0886175147539,239.39170714798252,
JPN,MYS,2015Q4,337.057051850526,224.70452556609075,
JPN,MYS,2016Q1,352.60282526293213,235.06956878079018,
JPN,MYS,2016Q2,386.1940732020962,257.46427917248093,
JPN,MYS,2016Q3,321.7181239695815,214.47985519584563,
JPN,MYS,2016Q4,159.17497756538978,106.11629685088337,
JPN,MYS,2017Q1,32.196007959422786,21.462953532487063,
JPN,MYS,2017Q2,16.58484129297176,11.055949665184926,
JPN,MYS,2017Q3,16.61191666677314,11.073998066349304,
JPN,MYS,2017Q4,32.277234080832386,21.517098735978834,
JPN,MYS,2018Q1,176.7648190120717,117.84288420688654,
JPN,MYS,2018Q2,354.31122488550864,236.20864051786202,
JPN,MYS,2018Q3,403.8507029367174,269.235378155488,
JPN,MYS,2018Q4,325.3832531657017,216.9230971197635,
JPN,MYS,2019Q1,216.67422736515346,144.44967607847957,
JPN,MYS,2019Q2,183.77565993580356,122.51717642001313,
JPN,MYS,2019Q3,181.94821628532463,121.29875017076665,
JPN,MYS,2019Q4,211.1918964137185,140.7943973307406,
JPN,MYS,2020Q1,260.3433837517223,173.56165986105134,
JPN,MYS,2020Q2,294.9715285153343,196.64668772128516,
JPN,MYS,2020Q3,309.0240723818051,206.01501393011858,
JPN,MYS,2020Q4,302.50101535113845,201.66663848754524,
JPN,MYS,2021Q1,294.5578621595887,196.37167265149128,
JPN,MYS,2021Q2,296.23381706255714,197.48923753669442,
JPN,MYS,2021Q3,293.8929774514836,195.9287824426001,
JPN,MYS,2021Q4,287.5353433263699,191.69030736921377,
JPN,MYS,2022Q1,272.38000349234244,181.5867284807655,
JPN,MYS,2022Q2,262.1640777281027,174.7761509618531,
JPN,MYS,2022Q3,268.5370371178833,179.024711240545,
JPN,MYS,2022Q4,291.4988816616715,194.33240931683667,
JPN,MYS,2023Q1,320.7253056790105,213.81640553672787,
JPN,MYS,2023Q2,343.8844104801083,229.2555382736973,
JPN,MYS,2023Q3,365.1345524005501,243.4220663684846,
JPN,MYS,2023Q4,384.4757314403305,256.3159898210906,
JPN,MYS,2024Q1,,,
JPN,MYS,2024Q2,,,
JPN,MYS,2024Q3,,,
JPN,MYS,2024Q4,,,
JPN,MMR,2005Q1,,,
JPN,MMR,2005Q2,,,
JPN,MMR,2005Q3,,,
JPN,MMR,2005Q4,,,
JPN,MMR,2006Q1,,,
JPN,MMR,2006Q2,,,
JPN,MMR,2006Q3,,,
JPN,MMR,2006Q4,,,
JPN,MMR,2007Q1,,,
JPN,MMR,2007Q2,,,
JPN,MMR,2007Q3,,,
JPN,MMR,2007Q4,,,
JPN,MMR,2008Q1,,,
JPN,MMR,2008Q2,,,
JPN,MMR,2008Q3,,,
JPN,MMR,2008Q4,,,
JPN,MMR,2009Q1,,,
JPN,MMR,2009Q2,,,
JPN,MMR,2009Q3,,,
JPN,MMR,2009Q4,,,
JPN,MMR,2010Q1,29.033230576565817,19.35349476401792,
JPN,MMR,2010Q2,25.589550960943033,17.05790794002986,
JPN,MMR,2010Q3,20.4356601921886,13.622206588005973,
JPN,MMR,2010Q4,13.571558270302546,9.046390707946244,
JPN,MMR,2011Q1,7.1841527144042345,4.788496820507326,
JPN,MMR,2011Q2,4.438317599024728,2.958216775607788,
JPN,MMR,2011Q3,4.729582442310246,3.152359977550219,
JPN,MMR,2011Q4,8.057947244260788,5.3709264263346626,
JPN,MMR,2012Q1,26.141052162800406,17.426175523999532,
JPN,MMR,2012Q2,47.68309063987624,31.78777514032498,
JPN,MMR,2012Q3,55.31851923853793,36.87829980816271,
JPN,MMR,2012Q4,49.04733795878545,32.69774952751277,
JPN,MMR,2013Q1,38.951680495517735,25.96764208187531,
JPN,MMR,2013Q2,36.46075679975843,24.307287398767045,
JPN,MMR,2013Q3,37.20703815212039,24.804822658445858,
JPN,MMR,2013Q4,41.19052455260345,27.460247860911807,
JPN,MMR,2014Q1,49.328302960983535,32.884899922749014,
JPN,MMR,2014Q2,55.33166883275385,36.886742761507776,
JPN,MMR,2014Q3,55.139182935885174,36.75842141937949,
JPN,MMR,2014Q4,48.750845270377454,32.49993589636375,
JPN,MMR,2015Q1,41.08169672085455,27.387634725314,
JPN,MMR,2015Q2,37.4131020200133,24.942086134296574,
JPN,MMR,2015Q3,35.47070264957938,23.647225704491234,
JPN,MMR,2015Q4,35.2544986095528,23.50305343589821,
JPN,MMR,2016Q1,35.348539074137534,23.565777369308535,
JPN,MMR,2016Q2,34.61493675722102,23.076765593508412,
JPN,MMR,2016Q3,33.9006988415415,22.600494112100023,
JPN,MMR,2016Q4,33.2058253271,22.136962925083026,
JPN,MMR,2017Q1,31.85785151850837,21.237816202730755,
JPN,MMR,2017Q2,30.75574249388876,20.502749574846234,
JPN,MMR,2017Q3,31.021445487690357,20.679966686057696,
JPN,MMR,2017Q4,32.65496049991248,21.769467536365255,
JPN,MMR,2018Q1,33.96076064430508,22.640851174596946,
JPN,MMR,2018Q2,34.89444572834441,23.26393941644369,
JPN,MMR,2018Q3,37.129342542019685,24.754044120923368,
JPN,MMR,2018Q4,40.665451085330915,27.111165288035977,
JPN,MMR,2019Q1,46.14097517509981,30.760900988917797,
JPN,MMR,2019Q2,51.23438269163489,34.15610362239306,
JPN,MMR,2019Q3,54.14670375826745,36.09760131673772,
JPN,MMR,2019Q4,54.87793837499794,36.58539407195144,
JPN,MMR,2020Q1,56.83838992520805,37.89292363400125,
JPN,MMR,2020Q2,59.47495634195025,39.650983920153976,
JPN,MMR,2020Q3,59.100783208371695,39.40153014307634,
JPN,MMR,2020Q4,55.71587052447012,37.14456230276846,
JPN,MMR,2021Q1,54.61565782514208,36.41078167619867,
JPN,MMR,2021Q2,54.333762042824446,36.22272909879348,
JPN,MMR,2021Q3,48.84155210884137,32.56097371129749,
JPN,MMR,2021Q4,38.13902802319217,25.42551551371048,
JPN,MMR,2022Q1,26.48250253674769,17.654159322384203,
JPN,MMR,2022Q2,20.663176298100325,13.774546725753453,
JPN,MMR,2022Q3,19.82033688067645,13.21269370168443,
JPN,MMR,2022Q4,23.95398428447561,15.968600250177815,
JPN,MMR,2023Q1,29.864327021315603,19.909125652344073,
JPN,MMR,2023Q2,33.88924144207613,22.592736038628118,
JPN,MMR,2023Q3,37.39745721038025,24.93180519314228,
JPN,MMR,2023Q4,40.38897432622821,26.926333115885427,
JPN,MMR,2024Q1,,,
JPN,MMR,2024Q2,,,
JPN,MMR,2024Q3,,,
JPN,MMR,2024Q4,,,
JPN,PHL,2005Q1,,,
JPN,PHL,2005Q2,,,
JPN,PHL,2005Q3,,,
JPN,PHL,2005Q4,,,
JPN,PHL,2006Q1,,,
JPN,PHL,2006Q2,,,
JPN,PHL,2006Q3,,,
JPN,PHL,2006Q4,,,
JPN,PHL,2007Q1,,,
JPN,PHL,2007Q2,,,
JPN,PHL,2007Q3,,,
JPN,PHL,2007Q4,,,
JPN,PHL,2008Q1,,,
JPN,PHL,2008Q2,,,
JPN,PHL,2008Q3,,,
JPN,PHL,2008Q4,,,
JPN,PHL,2009Q1,,,
JPN,PHL,2009Q2,,,
JPN,PHL,2009Q3,,,
JPN,PHL,2009Q4,,,
JPN,PHL,2010Q1,206.89796865192284,137.9349503991087,
JPN,PHL,2010Q2,199.23661441987133,132.82658399851442,
JPN,PHL,2010Q3,191.0618228839744,127.37581679970293,
JPN,PHL,2010Q4,182.37359404423148,121.58264880267399,
JPN,PHL,2011Q1,167.3815079787388,111.58661057215534,
JPN,PHL,2011Q2,155.6316794414863,103.7524197488384,
JPN,PHL,2011Q3,157.68758573137393,105.12290458834161,
JPN,PHL,2011Q4,173.54922684840108,115.69806509066473,
JPN,PHL,2012Q1,207.0838268315606,138.0558105846028,
JPN,PHL,2012Q2,230.9885857033064,153.99331374490498,
JPN,PHL,2012Q3,227.74487943587337,151.83125158015082,
JPN,PHL,2012Q4,197.3527080292597,131.56962409034145,
JPN,PHL,2013Q1,154.5681297348774,103.04631096898038,
JPN,PHL,2013Q2,132.67974894523513,88.45406304454968,
JPN,PHL,2013Q3,133.57580960517907,89.05137603778485,
JPN,PHL,2013Q4,157.25631171470832,104.83824994868519,
JPN,PHL,2014Q1,203.07918099998733,135.38637651045747,
JPN,PHL,2014Q2,237.53642508064377,158.35742030740494,
JPN,PHL,2014Q3,244.5161220403279,163.01052189847314,
JPN,PHL,2014Q4,224.0182718790411,149.34568128366436,
JPN,PHL,2015Q1,196.86831327199025,131.2463498899956,
JPN,PHL,2015Q2,185.5195243619105,123.68080290902617,
JPN,PHL,2015Q3,180.3731055449598,120.24972650951531,
JPN,PHL,2015Q4,181.42905682113906,120.95312069146303,
JPN,PHL,2016Q1,183.91747330580165,122.61127416725412,
JPN,PHL,2016Q2,183.18629968606456,122.12331563583439,
JPN,PHL,2016Q3,181.67941319013335,121.11852073428963,
JPN,PHL,2016Q4,179.39681381800074,119.59688946262168,
JPN,PHL,2017Q1,180.91399378485949,120.60829524086421,
JPN,PHL,2017Q2,181.5680464682291,121.04419703136091,
JPN,PHL,2017Q3,174.45202634168436,116.30045089524856,
JPN,PHL,2017Q4,159.56593340522704,106.37705683252625,
JPN,PHL,2018Q1,134.26661512064493,89.51152124561759,
JPN,PHL,2018Q2,117.92066253404846,78.61455825040093,
JPN,PHL,2018Q3,122.85452370670191,81.90401850239232,
JPN,PHL,2018Q4,149.06819863860437,99.37990200158947,
JPN,PHL,2019Q1,201.9276175986961,134.62002367506375,
JPN,PHL,2019Q2,246.95438864018797,164.63838795818174,
JPN,PHL,2019Q3,261.5433855207448,174.36418214155947,
JPN,PHL,2019Q4,245.69460824037105,163.79740622519512,
JPN,PHL,2020Q1,218.37686907760872,145.58420140546968,
JPN,PHL,2020Q2,208.75632024947572,139.16967410868256,
JPN,PHL,2020Q3,212.44722558593367,141.63023635160698,
JPN,PHL,2020Q4,229.44958508698255,152.96588813424114,
JPN,PHL,2021Q1,266.9829144341038,177.98974242348322,
JPN,PHL,2021Q2,293.9477744977994,195.96749350034406,
JPN,PHL,2021Q3,287.5749300318512,191.71887553843044,
JPN,PHL,2021Q4,247.8643810362464,165.24388853774235,
JPN,PHL,2022Q1,200.33347625044553,133.55508280308186,
JPN,PHL,2022Q2,176.8092553888455,117.87169931399694,
JPN,PHL,2022Q3,167.6878895692007,111.79080825545589,
JPN,PHL,2022Q4,172.96937879150755,115.31240962746506,
JPN,PHL,2023Q1,180.6549016093668,120.4368043820541,
JPN,PHL,2023Q2,181.1412609322906,120.76146617977156,
JPN,PHL,2023Q3,181.62567966146526,121.08483089885885,
JPN,PHL,2023Q4,182.10815779687618,121.40689853931417,
JPN,PHL,2024Q1,,,
JPN,PHL,2024Q2,,,
JPN,PHL,2024Q3,,,
JPN,PHL,2024Q4,,,
JPN,VNM,2005Q1,,,
JPN,VNM,2005Q2,,,
JPN,VNM,2005Q3,,,
JPN,VNM,2005Q4,,,
JPN,VNM,2006Q1,,,
JPN,VNM,2006Q2,,,
JPN,VNM,2006Q3,,,
JPN,VNM,2006Q4,,,
JPN,VNM,2007Q1,,,
JPN,VNM,2007Q2,,,
JPN,VNM,2007Q3,,,
JPN,VNM,2007Q4,,,
JPN,VNM,2008Q1,,,
JPN,VNM,2008Q2,,,
JPN,VNM,2008Q3,,,
JPN,VNM,2008Q4,,,
JPN,VNM,2009Q1,,,
JPN,VNM,2009Q2,,,
JPN,VNM,2009Q3,,,
JPN,VNM,2009Q4,,,
JPN,VNM,2010Q1,68.90704391812591,45.93885835504542,
JPN,VNM,2010Q2,64.69340653020984,43.129763925075686,
JPN,VNM,2010Q3,59.935681306042,39.95795278501515,
JPN,VNM,2010Q4,54.63386824562224,36.42342493486373,
JPN,VNM,2011Q1,45.95501624679983,30.637544519711042,
JPN,VNM,2011Q2,39.6109279746712,26.408152093094003,
JPN,VNM,2011Q3,41.29045586393573,27.527803786691464,
JPN,VNM,2011Q4,50.99359991459323,33.99649960050348,
JPN,VNM,2012Q1,69.65916736034188,46.439922388045034,
JPN,VNM,2012Q2,86.10390160685,57.40267509926065,
JPN,VNM,2012Q3,93.79736712325405,62.53137635560785,
JPN,VNM,2012Q4,92.73956390955402,61.82602615708652,
JPN,VNM,2013Q1,87.75798765192667,58.5047516567696,
JPN,VNM,2013Q2,88.08640669387546,58.723418855079785,
JPN,VNM,2013Q3,93.51420952097442,62.34183359915505,
JPN,VNM,2013Q4,104.04139613322332,69.35999588899563,
JPN,VNM,2014Q1,132.03801488427234,88.02436711736686,
JPN,VNM,2014Q2,154.69024077272206,103.12578564644036,
JPN,VNM,2014Q3,148.2211129442253,98.81320926453668,
JPN,VNM,2014Q4,112.63063139878022,75.08663797165605,
JPN,VNM,2015Q1,69.78408987717171,46.5226359517535,
JPN,VNM,2015Q2,51.76854374154482,34.51237256469972,
JPN,VNM,2015Q3,52.762226932186195,35.17486830647272,
JPN,VNM,2015Q4,72.7651394490972,48.51012317707409,
JPN,VNM,2016Q1,128.48414626619706,85.65609751079819,
JPN,VNM,2016Q2,178.31223829401915,118.87482552934603,
JPN,VNM,2016Q3,184.73904601391132,123.15936400927444,
JPN,VNM,2016Q4,147.7645694258722,98.50971295058139,
JPN,VNM,2017Q1,109.53317741758383,73.02211827838914,
JPN,VNM,2017Q2,97.60505933342938,65.07003955561959,
JPN,VNM,2017Q3,83.61594095792361,55.74396063861559,
JPN,VNM,2017Q4,67.56582229106334,45.04388152737556,
JPN,VNM,2018Q1,47.462112590850666,31.641408393900747,
JPN,VNM,2018Q2,34.85725812423607,23.23817208282412,
JPN,VNM,2018Q3,37.520072766692465,25.013381844461037,
JPN,VNM,2018Q4,55.450556518220765,36.96703767881422,
JPN,VNM,2019Q1,112.52722811409603,75.01799612457762,
JPN,VNM,2019Q2,174.0103587598187,116.00664592073417,
JPN,VNM,2019Q3,198.65156532286073,132.4343248980781,
JPN,VNM,2019Q4,186.4508478032244,124.30103305660987,
JPN,VNM,2020Q1,186.1711349008051,124.11576375875211,
JPN,VNM,2020Q2,198.292043818828,132.19720940164916,
JPN,VNM,2020Q3,174.29045445901102,116.19572282144827,
JPN,VNM,2020Q4,114.16636682135595,76.11130401815035,
JPN,VNM,2021Q1,61.77374336790854,41.181641015384685,
JPN,VNM,2021Q2,46.17691536993061,30.783784483505315,
JPN,VNM,2021Q3,38.054086001013275,25.368571734060424,
JPN,VNM,2021Q4,37.40525526114743,24.93600276704956,
JPN,VNM,2022Q1,32.74959200060039,21.83229566102773,
JPN,VNM,2022Q2,26.61214723343437,17.740726557356993,
JPN,VNM,2022Q3,31.736277616416373,21.156715448164505,
JPN,VNM,2022Q4,48.12198314954912,32.08026233345072,
JPN,VNM,2023Q1,112.37410929346788,74.91529662301764,
JPN,VNM,2023Q2,200.26148785628084,133.50760593077575,
JPN,VNM,2023Q3,263.0636892814073,175.37615465387898,
JPN,VNM,2023Q4,300.78071356884357,200.52094279232824,
JPN,VNM,2024Q1,,,
JPN,VNM,2024Q2,,,
JPN,VNM,2024Q3,,,
JPN,VNM,2024Q4,,,
JPN,CHN,2005Q1,,,
JPN,CHN,2005Q2,,,
JPN,CHN,2005Q3,,,
JPN,CHN,2005Q4,,,
JPN,CHN,2006Q1,,,
JPN,CHN,2006Q2,,,
JPN,CHN,2006Q3,,,
JPN,CHN,2006Q4,,,
JPN,CHN,2007Q1,,,
JPN,CHN,2007Q2,,,
JPN,CHN,2007Q3,,,
JPN,CHN,2007Q4,,,
JPN,CHN,2008Q1,,,
JPN,CHN,2008Q2,,,
JPN,CHN,2008Q3,,,
JPN,CHN,2008Q4,,,
JPN,CHN,2009Q1,,,
JPN,CHN,2009Q2,,,
JPN,CHN,2009Q3,,,
JPN,CHN,2009Q4,,,
JPN,CHN,2010Q1,373.7145186167289,249.14527019128118,
JPN,CHN,2010Q2,397.7741976945483,265.1846169854688,
JPN,CHN,2010Q3,420.0198395389099,280.0146733970937,
JPN,CHN,2010Q4,440.4514441498129,293.6354394261564,
JPN,CHN,2011Q1,461.8727162697569,307.91571458945236,
JPN,CHN,2011Q2,486.99529307214925,324.6634653359199,
JPN,CHN,2011Q3,514.3712884011957,342.91387537323385,
JPN,CHN,2011Q4,544.000702256898,362.6669447013942,
JPN,CHN,2012Q1,624.5121253124935,416.3414168749955,
JPN,CHN,2012Q2,692.0694934938556,461.3796623292369,
JPN,CHN,2012Q3,666.1261840906818,444.0841227271212,
JPN,CHN,2012Q4,546.6821971029694,364.4547980686466,
JPN,CHN,2013Q1,391.81501499440583,261.2099723864558,
JPN,CHN,2013Q2,316.0017139097399,210.6677465901339,
JPN,CHN,2013Q3,318.4033494576679,212.26888710184085,
JPN,CHN,2013Q4,399.01992163818613,266.01339392156933,
JPN,CHN,2014Q1,643.3250616855112,428.8840011034663,
JPN,CHN,2014Q2,830.3969162032063,553.5990657383336,
JPN,CHN,2014Q3,764.3009272588479,509.53503231743434,
JPN,CHN,2014Q4,445.03709485243417,296.6919008407658,
JPN,CHN,2015Q1,149.10960139568306,99.40642866096914,
JPN,CHN,2015Q2,86.90760483093254,57.93841201777104,
JPN,CHN,2015Q3,87.12150171762369,58.080991678401915,
JPN,CHN,2015Q4,149.75129205576013,99.83416764285812,
JPN,CHN,2016Q1,469.6076723111728,313.0715811700893,
JPN,CHN,2016Q2,810.9046354766506,540.602514223785,
JPN,CHN,2016Q3,860.938481582738,573.9579665268493,
JPN,CHN,2016Q4,619.7092106294385,413.13793807927686,
JPN,CHN,2017Q1,371.4904966014474,247.6583240301352,
JPN,CHN,2017Q2,311.66979153608554,207.77777644494927,
JPN,CHN,2017Q3,253.66714746732032,169.10972620740722,
JPN,CHN,2017Q4,197.48256439514626,131.65417331750905,
JPN,CHN,2018Q1,140.36471018275006,93.57630500194318,
JPN,CHN,2018Q2,104.40489044665082,69.60327901479286,
JPN,CHN,2018Q3,103.40009013195231,68.93348700642673,
JPN,CHN,2018Q4,137.35030923864724,91.56692897683752,
JPN,CHN,2019Q1,192.3557463108209,128.23716420721394,
JPN,CHN,2019Q2,242.0758185855775,161.38387905704985,
JPN,CHN,2019Q3,287.2400361373784,191.49335742492076,
JPN,CHN,2019Q4,327.8483989662236,218.56559931081574,
JPN,CHN,2020Q1,420.09210189868645,280.0613202980403,
JPN,CHN,2020Q2,523.7170410248036,349.1445590702988,
JPN,CHN,2020Q3,562.4049695630638,374.93661938612604,
JPN,CHN,2020Q4,536.1558875134469,357.4375012455348,
JPN,CHN,2021Q1,520.1201340321386,346.747596305102,
JPN,CHN,2021Q2,529.6495470942173,353.1009444854062,
JPN,CHN,2021Q3,497.2697065310349,331.51417409015085,
JPN,CHN,2021Q4,422.9806123426097,281.9872851193413,
JPN,CHN,2022Q1,343.6763267859533,229.11677940056143,
JPN,CHN,2022Q2,300.49423060327535,200.3283312255171,
JPN,CHN,2022Q3,277.1089519086636,184.73827591247937,
JPN,CHN,2022Q4,273.52049070210705,182.34661346144276,
JPN,CHN,2023Q1,274.1259714596017,182.75091991933368,
JPN,CHN,2023Q2,265.4022531711562,176.93545334229748,
JPN,CHN,2023Q3,256.190640855777,170.7947667114804,
JPN,CHN,2023Q4,246.4911345134642,164.32886002688974,
JPN,CHN,2024Q1,,,
JPN,CHN,2024Q2,,,
JPN,CHN,2024Q3,,,
JPN,CHN,2024Q4,,,
KOR,JPN,2005Q1,,,
KOR,JPN,2005Q2,,,
KOR,JPN,2005Q3,,,
KOR,JPN,2005Q4,,,
KOR,JPN,2006Q1,,,
KOR,JPN,2006Q2,,,
KOR,JPN,2006Q3,,,
KOR,JPN,2006Q4,,,
KOR,JPN,2007Q1,,,
KOR,JPN,2007Q2,,,
KOR,JPN,2007Q3,,,
KOR,JPN,2007Q4,,,
KOR,JPN,2008Q1,,,
KOR,JPN,2008Q2,,,
KOR,JPN,2008Q3,,,
