date,reporter_iso,partner_iso,TC,bilateral_tariff,tariff_reduction
2023-06-30,IDN,CHN,-0.154558837785078,10.177022199950002,-0.154558837785078
2023-09-30,IDN,CHN,-0.154558837785078,10.177022199950002,-0.154558837785078
2023-12-31,IDN,CHN,-0.154558837785078,10.177022199950002,-0.154558837785078
2024-03-31,IDN,CHN,-0.154558837785078,10.177022199950002,-0.154558837785078
2024-06-30,IDN,CHN,-0.154558837785078,10.177022199950002,-0.154558837785078
2024-09-30,IDN,CHN,-0.154558837785078,10.177022199950002,-0.154558837785078
2024-12-31,IDN,CHN,-0.154558837785078,10.177022199950002,-0.154558837785078
2010-12-31,IDN,JPN,0.0,7.242693094605598,0.0
2011-03-31,IDN,JPN,0.0,7.242693094605598,0.0
2011-06-30,IDN,JPN,0.0,7.242693094605598,0.0
2011-09-30,IDN,JPN,0.0,7.242693094605598,0.0
2011-12-31,IDN,JPN,0.0,7.242693094605598,0.0
2012-03-31,IDN,JPN,0.0,7.242693094605598,0.0
2012-06-30,IDN,JPN,0.0,7.242693094605598,0.0
2012-09-30,IDN,JPN,0.0,7.242693094605598,0.0
2012-12-31,IDN,JPN,0.0,7.242693094605598,0.0
2013-03-31,IDN,JPN,0.0,7.242693094605598,0.0
2013-06-30,IDN,JPN,0.0,7.242693094605598,0.0
2013-09-30,IDN,JPN,0.0,7.242693094605598,0.0
2013-12-31,IDN,JPN,0.0,7.242693094605598,0.0
2014-03-31,IDN,JPN,0.0,7.242693094605598,0.0
2014-06-30,IDN,JPN,0.0,7.242693094605598,0.0
2014-09-30,IDN,JPN,0.0,7.242693094605598,0.0
2014-12-31,IDN,JPN,0.0,7.242693094605598,0.0
2015-03-31,IDN,JPN,0.0,7.242693094605598,0.0
2015-06-30,IDN,JPN,0.0,7.242693094605598,0.0
2015-09-30,IDN,JPN,0.0,7.242693094605598,0.0
2015-12-31,IDN,JPN,0.0,7.242693094605598,0.0
2016-03-31,IDN,JPN,0.0,7.242693094605598,0.0
2016-06-30,IDN,JPN,0.0,7.242693094605598,0.0
2016-09-30,IDN,JPN,0.0,7.242693094605598,0.0
2016-12-31,IDN,JPN,0.0,7.242693094605598,0.0
2017-03-31,IDN,JPN,0.0,7.242693094605598,0.0
2017-06-30,IDN,JPN,0.0,7.242693094605598,0.0
2017-09-30,IDN,JPN,0.0,7.242693094605598,0.0
2017-12-31,IDN,JPN,0.0,7.242693094605598,0.0
2018-03-31,IDN,JPN,0.0,7.242693094605598,0.0
2018-06-30,IDN,JPN,0.0,7.242693094605598,0.0
2018-09-30,IDN,JPN,0.0,7.242693094605598,0.0
2018-12-31,IDN,JPN,0.0,7.242693094605598,0.0
2019-03-31,IDN,JPN,0.0,7.242693094605598,0.0
2019-06-30,IDN,JPN,0.0,7.242693094605598,0.0
2019-09-30,IDN,JPN,0.0,7.242693094605598,0.0
2019-12-31,IDN,JPN,0.0,7.242693094605598,0.0
2020-03-31,IDN,JPN,0.0,7.242693094605598,0.0
2020-06-30,IDN,JPN,0.0,7.242693094605598,0.0
2020-09-30,IDN,JPN,0.0,7.242693094605598,0.0
2020-12-31,IDN,JPN,0.0,7.242693094605598,0.0
2021-03-31,IDN,JPN,0.0,7.242693094605598,0.0
2021-06-30,IDN,JPN,0.0,7.242693094605598,0.0
2021-09-30,IDN,JPN,0.0,7.242693094605598,0.0
2021-12-31,IDN,JPN,0.0,7.242693094605598,0.0
2022-03-31,IDN,JPN,-0.156365376640426,7.086327717965172,-0.156365376640426
2022-06-30,IDN,JPN,-0.156365376640426,7.086327717965172,-0.156365376640426
2022-09-30,IDN,JPN,-0.156365376640426,7.086327717965172,-0.156365376640426
2022-12-31,IDN,JPN,-0.156365376640426,7.086327717965172,-0.156365376640426
2023-03-31,IDN,JPN,-0.1421174726249039,6.944210245340267,-0.1421174726249039
2023-06-30,IDN,JPN,-0.1421174726249039,6.944210245340267,-0.1421174726249039
2023-09-30,IDN,JPN,-0.1421174726249039,6.944210245340267,-0.1421174726249039
2023-12-31,IDN,JPN,-0.1421174726249039,6.944210245340267,-0.1421174726249039
2024-03-31,IDN,JPN,-0.1421174726249039,6.944210245340267,-0.1421174726249039
2024-06-30,IDN,JPN,-0.1421174726249039,6.944210245340267,-0.1421174726249039
2024-09-30,IDN,JPN,-0.1421174726249039,6.944210245340267,-0.1421174726249039
2024-12-31,IDN,JPN,-0.1421174726249039,6.944210245340267,-0.1421174726249039
2010-12-31,IDN,KHM,0.0,8.701587002554444,0.0
2011-03-31,IDN,KHM,0.0,8.701587002554444,0.0
2011-06-30,IDN,KHM,0.0,8.701587002554444,0.0
2011-09-30,IDN,KHM,0.0,8.701587002554444,0.0
2011-12-31,IDN,KHM,0.0,8.701587002554444,0.0
2012-03-31,IDN,KHM,0.0,8.701587002554444,0.0
2012-06-30,IDN,KHM,0.0,8.701587002554444,0.0
2012-09-30,IDN,KHM,0.0,8.701587002554444,0.0
2012-12-31,IDN,KHM,0.0,8.701587002554444,0.0
2013-03-31,IDN,KHM,0.0,8.701587002554444,0.0
2013-06-30,IDN,KHM,0.0,8.701587002554444,0.0
2013-09-30,IDN,KHM,0.0,8.701587002554444,0.0
2013-12-31,IDN,KHM,0.0,8.701587002554444,0.0
2014-03-31,IDN,KHM,0.0,8.701587002554444,0.0
2014-06-30,IDN,KHM,0.0,8.701587002554444,0.0
2014-09-30,IDN,KHM,0.0,8.701587002554444,0.0
2014-12-31,IDN,KHM,0.0,8.701587002554444,0.0
2015-03-31,IDN,KHM,0.0,8.701587002554444,0.0
2015-06-30,IDN,KHM,0.0,8.701587002554444,0.0
2015-09-30,IDN,KHM,0.0,8.701587002554444,0.0
2015-12-31,IDN,KHM,0.0,8.701587002554444,0.0
2016-03-31,IDN,KHM,0.0,8.701587002554444,0.0
2016-06-30,IDN,KHM,0.0,8.701587002554444,0.0
2016-09-30,IDN,KHM,0.0,8.701587002554444,0.0
2016-12-31,IDN,KHM,0.0,8.701587002554444,0.0
2017-03-31,IDN,KHM,0.0,8.701587002554444,0.0
2017-06-30,IDN,KHM,0.0,8.701587002554444,0.0
2017-09-30,IDN,KHM,0.0,8.701587002554444,0.0
2017-12-31,IDN,KHM,0.0,8.701587002554444,0.0
2018-03-31,IDN,KHM,0.0,8.701587002554444,0.0
2018-06-30,IDN,KHM,0.0,8.701587002554444,0.0
2018-09-30,IDN,KHM,0.0,8.701587002554444,0.0
2018-12-31,IDN,KHM,0.0,8.701587002554444,0.0
2019-03-31,IDN,KHM,0.0,8.701587002554444,0.0
2019-06-30,IDN,KHM,0.0,8.701587002554444,0.0
2019-09-30,IDN,KHM,0.0,8.701587002554444,0.0
2019-12-31,IDN,KHM,0.0,8.701587002554444,0.0
2020-03-31,IDN,KHM,0.0,8.701587002554444,0.0
2020-06-30,IDN,KHM,0.0,8.701587002554444,0.0
2020-09-30,IDN,KHM,0.0,8.701587002554444,0.0
2020-12-31,IDN,KHM,0.0,8.701587002554444,0.0
2021-03-31,IDN,KHM,0.0,8.701587002554444,0.0
2021-06-30,IDN,KHM,0.0,8.701587002554444,0.0
2021-09-30,IDN,KHM,0.0,8.701587002554444,0.0
2021-12-31,IDN,KHM,0.0,8.701587002554444,0.0
2022-03-31,IDN,KHM,-0.135463698495866,8.566123304058578,-0.135463698495866
2022-06-30,IDN,KHM,-0.135463698495866,8.566123304058578,-0.135463698495866
2022-09-30,IDN,KHM,-0.135463698495866,8.566123304058578,-0.135463698495866
2022-12-31,IDN,KHM,-0.135463698495866,8.566123304058578,-0.135463698495866
2023-03-31,IDN,KHM,-0.1628495568776317,8.403273747180947,-0.1628495568776317
2023-06-30,IDN,KHM,-0.1628495568776317,8.403273747180947,-0.1628495568776317
2023-09-30,IDN,KHM,-0.1628495568776317,8.403273747180947,-0.1628495568776317
2023-12-31,IDN,KHM,-0.1628495568776317,8.403273747180947,-0.1628495568776317
2024-03-31,IDN,KHM,-0.1628495568776317,8.403273747180947,-0.1628495568776317
2024-06-30,IDN,KHM,-0.1628495568776317,8.403273747180947,-0.1628495568776317
2024-09-30,IDN,KHM,-0.1628495568776317,8.403273747180947,-0.1628495568776317
2024-12-31,IDN,KHM,-0.1628495568776317,8.403273747180947,-0.1628495568776317
2010-12-31,IDN,KOR,0.0,8.253996981592678,0.0
2011-03-31,IDN,KOR,0.0,8.253996981592678,0.0
2011-06-30,IDN,KOR,0.0,8.253996981592678,0.0
2011-09-30,IDN,KOR,0.0,8.253996981592678,0.0
2011-12-31,IDN,KOR,0.0,8.253996981592678,0.0
2012-03-31,IDN,KOR,0.0,8.253996981592678,0.0
2012-06-30,IDN,KOR,0.0,8.253996981592678,0.0
2012-09-30,IDN,KOR,0.0,8.253996981592678,0.0
2012-12-31,IDN,KOR,0.0,8.253996981592678,0.0
2013-03-31,IDN,KOR,0.0,8.253996981592678,0.0
2013-06-30,IDN,KOR,0.0,8.253996981592678,0.0
2013-09-30,IDN,KOR,0.0,8.253996981592678,0.0
2013-12-31,IDN,KOR,0.0,8.253996981592678,0.0
2014-03-31,IDN,KOR,0.0,8.253996981592678,0.0
2014-06-30,IDN,KOR,0.0,8.253996981592678,0.0
2014-09-30,IDN,KOR,0.0,8.253996981592678,0.0
2014-12-31,IDN,KOR,0.0,8.253996981592678,0.0
2015-03-31,IDN,KOR,0.0,8.253996981592678,0.0
2015-06-30,IDN,KOR,0.0,8.253996981592678,0.0
2015-09-30,IDN,KOR,0.0,8.253996981592678,0.0
2015-12-31,IDN,KOR,0.0,8.253996981592678,0.0
2016-03-31,IDN,KOR,0.0,8.253996981592678,0.0
2016-06-30,IDN,KOR,0.0,8.253996981592678,0.0
2016-09-30,IDN,KOR,0.0,8.253996981592678,0.0
2016-12-31,IDN,KOR,0.0,8.253996981592678,0.0
2017-03-31,IDN,KOR,0.0,8.253996981592678,0.0
2017-06-30,IDN,KOR,0.0,8.253996981592678,0.0
2017-09-30,IDN,KOR,0.0,8.253996981592678,0.0
2017-12-31,IDN,KOR,0.0,8.253996981592678,0.0
2018-03-31,IDN,KOR,0.0,8.253996981592678,0.0
2018-06-30,IDN,KOR,0.0,8.253996981592678,0.0
2018-09-30,IDN,KOR,0.0,8.253996981592678,0.0
2018-12-31,IDN,KOR,0.0,8.253996981592678,0.0
2019-03-31,IDN,KOR,0.0,8.253996981592678,0.0
2019-06-30,IDN,KOR,0.0,8.253996981592678,0.0
2019-09-30,IDN,KOR,0.0,8.253996981592678,0.0
2019-12-31,IDN,KOR,0.0,8.253996981592678,0.0
2020-03-31,IDN,KOR,0.0,8.253996981592678,0.0
2020-06-30,IDN,KOR,0.0,8.253996981592678,0.0
2020-09-30,IDN,KOR,0.0,8.253996981592678,0.0
2020-12-31,IDN,KOR,0.0,8.253996981592678,0.0
2021-03-31,IDN,KOR,0.0,8.253996981592678,0.0
2021-06-30,IDN,KOR,0.0,8.253996981592678,0.0
2021-09-30,IDN,KOR,0.0,8.253996981592678,0.0
2021-12-31,IDN,KOR,0.0,8.253996981592678,0.0
2022-03-31,IDN,KOR,-0.1573947421535407,8.096602239439138,-0.1573947421535407
2022-06-30,IDN,KOR,-0.1573947421535407,8.096602239439138,-0.1573947421535407
2022-09-30,IDN,KOR,-0.1573947421535407,8.096602239439138,-0.1573947421535407
2022-12-31,IDN,KOR,-0.1573947421535407,8.096602239439138,-0.1573947421535407
2023-03-31,IDN,KOR,-0.1544889869714164,7.942113252467721,-0.1544889869714164
2023-06-30,IDN,KOR,-0.1544889869714164,7.942113252467721,-0.1544889869714164
2023-09-30,IDN,KOR,-0.1544889869714164,7.942113252467721,-0.1544889869714164
2023-12-31,IDN,KOR,-0.1544889869714164,7.942113252467721,-0.1544889869714164
2024-03-31,IDN,KOR,-0.1544889869714164,7.942113252467721,-0.1544889869714164
2024-06-30,IDN,KOR,-0.1544889869714164,7.942113252467721,-0.1544889869714164
2024-09-30,IDN,KOR,-0.1544889869714164,7.942113252467721,-0.1544889869714164
2024-12-31,IDN,KOR,-0.1544889869714164,7.942113252467721,-0.1544889869714164
2010-12-31,IDN,LAO,0.0,9.281841483173142,0.0
2011-03-31,IDN,LAO,0.0,9.281841483173142,0.0
2011-06-30,IDN,LAO,0.0,9.281841483173142,0.0
2011-09-30,IDN,LAO,0.0,9.281841483173142,0.0
2011-12-31,IDN,LAO,0.0,9.281841483173142,0.0
2012-03-31,IDN,LAO,0.0,9.281841483173142,0.0
2012-06-30,IDN,LAO,0.0,9.281841483173142,0.0
2012-09-30,IDN,LAO,0.0,9.281841483173142,0.0
2012-12-31,IDN,LAO,0.0,9.281841483173142,0.0
2013-03-31,IDN,LAO,0.0,9.281841483173142,0.0
2013-06-30,IDN,LAO,0.0,9.281841483173142,0.0
2013-09-30,IDN,LAO,0.0,9.281841483173142,0.0
2013-12-31,IDN,LAO,0.0,9.281841483173142,0.0
2014-03-31,IDN,LAO,0.0,9.281841483173142,0.0
2014-06-30,IDN,LAO,0.0,9.281841483173142,0.0
2014-09-30,IDN,LAO,0.0,9.281841483173142,0.0
2014-12-31,IDN,LAO,0.0,9.281841483173142,0.0
2015-03-31,IDN,LAO,0.0,9.281841483173142,0.0
2015-06-30,IDN,LAO,0.0,9.281841483173142,0.0
2015-09-30,IDN,LAO,0.0,9.281841483173142,0.0
2015-12-31,IDN,LAO,0.0,9.281841483173142,0.0
2016-03-31,IDN,LAO,0.0,9.281841483173142,0.0
2016-06-30,IDN,LAO,0.0,9.281841483173142,0.0
2016-09-30,IDN,LAO,0.0,9.281841483173142,0.0
2016-12-31,IDN,LAO,0.0,9.281841483173142,0.0
2017-03-31,IDN,LAO,0.0,9.281841483173142,0.0
2017-06-30,IDN,LAO,0.0,9.281841483173142,0.0
2017-09-30,IDN,LAO,0.0,9.281841483173142,0.0
2017-12-31,IDN,LAO,0.0,9.281841483173142,0.0
2018-03-31,IDN,LAO,0.0,9.281841483173142,0.0
2018-06-30,IDN,LAO,0.0,9.281841483173142,0.0
2018-09-30,IDN,LAO,0.0,9.281841483173142,0.0
2018-12-31,IDN,LAO,0.0,9.281841483173142,0.0
2019-03-31,IDN,LAO,0.0,9.281841483173142,0.0
2019-06-30,IDN,LAO,0.0,9.281841483173142,0.0
2019-09-30,IDN,LAO,0.0,9.281841483173142,0.0
2019-12-31,IDN,LAO,0.0,9.281841483173142,0.0
2020-03-31,IDN,LAO,0.0,9.281841483173142,0.0
2020-06-30,IDN,LAO,0.0,9.281841483173142,0.0
2020-09-30,IDN,LAO,0.0,9.281841483173142,0.0
2020-12-31,IDN,LAO,0.0,9.281841483173142,0.0
2021-03-31,IDN,LAO,0.0,9.281841483173142,0.0
2021-06-30,IDN,LAO,0.0,9.281841483173142,0.0
2021-09-30,IDN,LAO,0.0,9.281841483173142,0.0
2021-12-31,IDN,LAO,0.0,9.281841483173142,0.0
2022-03-31,IDN,LAO,-0.16399964457131,9.117841838601832,-0.16399964457131
2022-06-30,IDN,LAO,-0.16399964457131,9.117841838601832,-0.16399964457131
2022-09-30,IDN,LAO,-0.16399964457131,9.117841838601832,-0.16399964457131
2022-12-31,IDN,LAO,-0.16399964457131,9.117841838601832,-0.16399964457131
2023-03-31,IDN,LAO,-0.1639085993126775,8.953933239289155,-0.1639085993126775
2023-06-30,IDN,LAO,-0.1639085993126775,8.953933239289155,-0.1639085993126775
2023-09-30,IDN,LAO,-0.1639085993126775,8.953933239289155,-0.1639085993126775
2023-12-31,IDN,LAO,-0.1639085993126775,8.953933239289155,-0.1639085993126775
2024-03-31,IDN,LAO,-0.1639085993126775,8.953933239289155,-0.1639085993126775
2024-06-30,IDN,LAO,-0.1639085993126775,8.953933239289155,-0.1639085993126775
2024-09-30,IDN,LAO,-0.1639085993126775,8.953933239289155,-0.1639085993126775
2024-12-31,IDN,LAO,-0.1639085993126775,8.953933239289155,-0.1639085993126775
2010-12-31,IDN,MMR,0.0,13.5300945546736,0.0
2011-03-31,IDN,MMR,0.0,13.5300945546736,0.0
2011-06-30,IDN,MMR,0.0,13.5300945546736,0.0
2011-09-30,IDN,MMR,0.0,13.5300945546736,0.0
2011-12-31,IDN,MMR,0.0,13.5300945546736,0.0
2012-03-31,IDN,MMR,0.0,13.5300945546736,0.0
2012-06-30,IDN,MMR,0.0,13.5300945546736,0.0
2012-09-30,IDN,MMR,0.0,13.5300945546736,0.0
2012-12-31,IDN,MMR,0.0,13.5300945546736,0.0
2013-03-31,IDN,MMR,0.0,13.5300945546736,0.0
2013-06-30,IDN,MMR,0.0,13.5300945546736,0.0
2013-09-30,IDN,MMR,0.0,13.5300945546736,0.0
2013-12-31,IDN,MMR,0.0,13.5300945546736,0.0
2014-03-31,IDN,MMR,0.0,13.5300945546736,0.0
2014-06-30,IDN,MMR,0.0,13.5300945546736,0.0
2014-09-30,IDN,MMR,0.0,13.5300945546736,0.0
2014-12-31,IDN,MMR,0.0,13.5300945546736,0.0
2015-03-31,IDN,MMR,0.0,13.5300945546736,0.0
2015-06-30,IDN,MMR,0.0,13.5300945546736,0.0
2015-09-30,IDN,MMR,0.0,13.5300945546736,0.0
2015-12-31,IDN,MMR,0.0,13.5300945546736,0.0
2016-03-31,IDN,MMR,0.0,13.5300945546736,0.0
2016-06-30,IDN,MMR,0.0,13.5300945546736,0.0
2016-09-30,IDN,MMR,0.0,13.5300945546736,0.0
2016-12-31,IDN,MMR,0.0,13.5300945546736,0.0
2017-03-31,IDN,MMR,0.0,13.5300945546736,0.0
2017-06-30,IDN,MMR,0.0,13.5300945546736,0.0
2017-09-30,IDN,MMR,0.0,13.5300945546736,0.0
2017-12-31,IDN,MMR,0.0,13.5300945546736,0.0
2018-03-31,IDN,MMR,0.0,13.5300945546736,0.0
2018-06-30,IDN,MMR,0.0,13.5300945546736,0.0
2018-09-30,IDN,MMR,0.0,13.5300945546736,0.0
2018-12-31,IDN,MMR,0.0,13.5300945546736,0.0
2019-03-31,IDN,MMR,0.0,13.5300945546736,0.0
2019-06-30,IDN,MMR,0.0,13.5300945546736,0.0
2019-09-30,IDN,MMR,0.0,13.5300945546736,0.0
2019-12-31,IDN,MMR,0.0,13.5300945546736,0.0
2020-03-31,IDN,MMR,0.0,13.5300945546736,0.0
2020-06-30,IDN,MMR,0.0,13.5300945546736,0.0
2020-09-30,IDN,MMR,0.0,13.5300945546736,0.0
2020-12-31,IDN,MMR,0.0,13.5300945546736,0.0
2021-03-31,IDN,MMR,0.0,13.5300945546736,0.0
2021-06-30,IDN,MMR,0.0,13.5300945546736,0.0
2021-09-30,IDN,MMR,0.0,13.5300945546736,0.0
2021-12-31,IDN,MMR,0.0,13.5300945546736,0.0
2022-03-31,IDN,MMR,-0.1438334667620875,13.386261087911514,-0.1438334667620875
2022-06-30,IDN,MMR,-0.1438334667620875,13.386261087911514,-0.1438334667620875
2022-09-30,IDN,MMR,-0.1438334667620875,13.386261087911514,-0.1438334667620875
2022-12-31,IDN,MMR,-0.1438334667620875,13.386261087911514,-0.1438334667620875
2023-03-31,IDN,MMR,-0.1465529318580577,13.239708156053457,-0.1465529318580577
2023-06-30,IDN,MMR,-0.1465529318580577,13.239708156053457,-0.1465529318580577
2023-09-30,IDN,MMR,-0.1465529318580577,13.239708156053457,-0.1465529318580577
2023-12-31,IDN,MMR,-0.1465529318580577,13.239708156053457,-0.1465529318580577
2024-03-31,IDN,MMR,-0.1465529318580577,13.239708156053457,-0.1465529318580577
2024-06-30,IDN,MMR,-0.1465529318580577,13.239708156053457,-0.1465529318580577
2024-09-30,IDN,MMR,-0.1465529318580577,13.239708156053457,-0.1465529318580577
2024-12-31,IDN,MMR,-0.1465529318580577,13.239708156053457,-0.1465529318580577
2010-12-31,IDN,MYS,0.0,7.439896433790835,0.0
2011-03-31,IDN,MYS,0.0,7.439896433790835,0.0
2011-06-30,IDN,MYS,0.0,7.439896433790835,0.0
2011-09-30,IDN,MYS,0.0,7.439896433790835,0.0
2011-12-31,IDN,MYS,0.0,7.439896433790835,0.0
2012-03-31,IDN,MYS,0.0,7.439896433790835,0.0
2012-06-30,IDN,MYS,0.0,7.439896433790835,0.0
2012-09-30,IDN,MYS,0.0,7.439896433790835,0.0
2012-12-31,IDN,MYS,0.0,7.439896433790835,0.0
2013-03-31,IDN,MYS,0.0,7.439896433790835,0.0
2013-06-30,IDN,MYS,0.0,7.439896433790835,0.0
2013-09-30,IDN,MYS,0.0,7.439896433790835,0.0
2013-12-31,IDN,MYS,0.0,7.439896433790835,0.0
2014-03-31,IDN,MYS,0.0,7.439896433790835,0.0
2014-06-30,IDN,MYS,0.0,7.439896433790835,0.0
2014-09-30,IDN,MYS,0.0,7.439896433790835,0.0
2014-12-31,IDN,MYS,0.0,7.439896433790835,0.0
2015-03-31,IDN,MYS,0.0,7.439896433790835,0.0
2015-06-30,IDN,MYS,0.0,7.439896433790835,0.0
2015-09-30,IDN,MYS,0.0,7.439896433790835,0.0
2015-12-31,IDN,MYS,0.0,7.439896433790835,0.0
2016-03-31,IDN,MYS,0.0,7.439896433790835,0.0
2016-06-30,IDN,MYS,0.0,7.439896433790835,0.0
2016-09-30,IDN,MYS,0.0,7.439896433790835,0.0
2016-12-31,IDN,MYS,0.0,7.439896433790835,0.0
2017-03-31,IDN,MYS,0.0,7.439896433790835,0.0
2017-06-30,IDN,MYS,0.0,7.439896433790835,0.0
2017-09-30,IDN,MYS,0.0,7.439896433790835,0.0
2017-12-31,IDN,MYS,0.0,7.439896433790835,0.0
2018-03-31,IDN,MYS,0.0,7.439896433790835,0.0
2018-06-30,IDN,MYS,0.0,7.439896433790835,0.0
2018-09-30,IDN,MYS,0.0,7.439896433790835,0.0
2018-12-31,IDN,MYS,0.0,7.439896433790835,0.0
2019-03-31,IDN,MYS,0.0,7.439896433790835,0.0
2019-06-30,IDN,MYS,0.0,7.439896433790835,0.0
2019-09-30,IDN,MYS,0.0,7.439896433790835,0.0
2019-12-31,IDN,MYS,0.0,7.439896433790835,0.0
2020-03-31,IDN,MYS,0.0,7.439896433790835,0.0
2020-06-30,IDN,MYS,0.0,7.439896433790835,0.0
2020-09-30,IDN,MYS,0.0,7.439896433790835,0.0
2020-12-31,IDN,MYS,0.0,7.439896433790835,0.0
2021-03-31,IDN,MYS,0.0,7.439896433790835,0.0
2021-06-30,IDN,MYS,0.0,7.439896433790835,0.0
2021-09-30,IDN,MYS,0.0,7.439896433790835,0.0
2021-12-31,IDN,MYS,0.0,7.439896433790835,0.0
2022-03-31,IDN,MYS,-0.1641903166425733,7.275706117148262,-0.1641903166425733
2022-06-30,IDN,MYS,-0.1641903166425733,7.275706117148262,-0.1641903166425733
2022-09-30,IDN,MYS,-0.1641903166425733,7.275706117148262,-0.1641903166425733
2022-12-31,IDN,MYS,-0.1641903166425733,7.275706117148262,-0.1641903166425733
2023-03-31,IDN,MYS,-0.1467929317400028,7.128913185408259,-0.1467929317400028
2023-06-30,IDN,MYS,-0.1467929317400028,7.128913185408259,-0.1467929317400028
2023-09-30,IDN,MYS,-0.1467929317400028,7.128913185408259,-0.1467929317400028
2023-12-31,IDN,MYS,-0.1467929317400028,7.128913185408259,-0.1467929317400028
2024-03-31,IDN,MYS,-0.1467929317400028,7.128913185408259,-0.1467929317400028
2024-06-30,IDN,MYS,-0.1467929317400028,7.128913185408259,-0.1467929317400028
2024-09-30,IDN,MYS,-0.1467929317400028,7.128913185408259,-0.1467929317400028
2024-12-31,IDN,MYS,-0.1467929317400028,7.128913185408259,-0.1467929317400028
2010-12-31,IDN,NZL,0.0,5.936747678280925,0.0
2011-03-31,IDN,NZL,0.0,5.936747678280925,0.0
2011-06-30,IDN,NZL,0.0,5.936747678280925,0.0
2011-09-30,IDN,NZL,0.0,5.936747678280925,0.0
2011-12-31,IDN,NZL,0.0,5.936747678280925,0.0
2012-03-31,IDN,NZL,0.0,5.936747678280925,0.0
2012-06-30,IDN,NZL,0.0,5.936747678280925,0.0
2012-09-30,IDN,NZL,0.0,5.936747678280925,0.0
2012-12-31,IDN,NZL,0.0,5.936747678280925,0.0
2013-03-31,IDN,NZL,0.0,5.936747678280925,0.0
2013-06-30,IDN,NZL,0.0,5.936747678280925,0.0
2013-09-30,IDN,NZL,0.0,5.936747678280925,0.0
2013-12-31,IDN,NZL,0.0,5.936747678280925,0.0
2014-03-31,IDN,NZL,0.0,5.936747678280925,0.0
2014-06-30,IDN,NZL,0.0,5.936747678280925,0.0
2014-09-30,IDN,NZL,0.0,5.936747678280925,0.0
2014-12-31,IDN,NZL,0.0,5.936747678280925,0.0
2015-03-31,IDN,NZL,0.0,5.936747678280925,0.0
2015-06-30,IDN,NZL,0.0,5.936747678280925,0.0
2015-09-30,IDN,NZL,0.0,5.936747678280925,0.0
2015-12-31,IDN,NZL,0.0,5.936747678280925,0.0
2016-03-31,IDN,NZL,0.0,5.936747678280925,0.0
2016-06-30,IDN,NZL,0.0,5.936747678280925,0.0
2016-09-30,IDN,NZL,0.0,5.936747678280925,0.0
2016-12-31,IDN,NZL,0.0,5.936747678280925,0.0
2017-03-31,IDN,NZL,0.0,5.936747678280925,0.0
2017-06-30,IDN,NZL,0.0,5.936747678280925,0.0
2017-09-30,IDN,NZL,0.0,5.936747678280925,0.0
2017-12-31,IDN,NZL,0.0,5.936747678280925,0.0
2018-03-31,IDN,NZL,0.0,5.936747678280925,0.0
2018-06-30,IDN,NZL,0.0,5.936747678280925,0.0
2018-09-30,IDN,NZL,0.0,5.936747678280925,0.0
2018-12-31,IDN,NZL,0.0,5.936747678280925,0.0
2019-03-31,IDN,NZL,0.0,5.936747678280925,0.0
2019-06-30,IDN,NZL,0.0,5.936747678280925,0.0
2019-09-30,IDN,NZL,0.0,5.936747678280925,0.0
2019-12-31,IDN,NZL,0.0,5.936747678280925,0.0
2020-03-31,IDN,NZL,0.0,5.936747678280925,0.0
2020-06-30,IDN,NZL,0.0,5.936747678280925,0.0
2020-09-30,IDN,NZL,0.0,5.936747678280925,0.0
2020-12-31,IDN,NZL,0.0,5.936747678280925,0.0
2021-03-31,IDN,NZL,0.0,5.936747678280925,0.0
2021-06-30,IDN,NZL,0.0,5.936747678280925,0.0
2021-09-30,IDN,NZL,0.0,5.936747678280925,0.0
2021-12-31,IDN,NZL,0.0,5.936747678280925,0.0
2022-03-31,IDN,NZL,-0.146031474091783,5.790716204189142,-0.146031474091783
2022-06-30,IDN,NZL,-0.146031474091783,5.790716204189142,-0.146031474091783
2022-09-30,IDN,NZL,-0.146031474091783,5.790716204189142,-0.146031474091783
2022-12-31,IDN,NZL,-0.146031474091783,5.790716204189142,-0.146031474091783
2023-03-31,IDN,NZL,-0.1429560710304517,5.64776013315869,-0.1429560710304517
2023-06-30,IDN,NZL,-0.1429560710304517,5.64776013315869,-0.1429560710304517
2023-09-30,IDN,NZL,-0.1429560710304517,5.64776013315869,-0.1429560710304517
2023-12-31,IDN,NZL,-0.1429560710304517,5.64776013315869,-0.1429560710304517
2024-03-31,IDN,NZL,-0.1429560710304517,5.64776013315869,-0.1429560710304517
2024-06-30,IDN,NZL,-0.1429560710304517,5.64776013315869,-0.1429560710304517
2024-09-30,IDN,NZL,-0.1429560710304517,5.64776013315869,-0.1429560710304517
2024-12-31,IDN,NZL,-0.1429560710304517,5.64776013315869,-0.1429560710304517
2010-12-31,IDN,PHL,0.0,13.920465551771134,0.0
2011-03-31,IDN,PHL,0.0,13.920465551771134,0.0
2011-06-30,IDN,PHL,0.0,13.920465551771134,0.0
2011-09-30,IDN,PHL,0.0,13.920465551771134,0.0
2011-12-31,IDN,PHL,0.0,13.920465551771134,0.0
2012-03-31,IDN,PHL,0.0,13.920465551771134,0.0
2012-06-30,IDN,PHL,0.0,13.920465551771134,0.0
2012-09-30,IDN,PHL,0.0,13.920465551771134,0.0
2012-12-31,IDN,PHL,0.0,13.920465551771134,0.0
2013-03-31,IDN,PHL,0.0,13.920465551771134,0.0
