reporter_iso,partner_iso,quarter_t,date_quarterly,year,quarter,export_usd,import_usd,trade_value,bilateral_tariff,tariff_reduction,cumulative_reduction,distance_km,contiguity,common_language,gravity_score,reporter_gdp_billion,reporter_population_million,reporter_trade_percent_gdp,partner_gdp_billion,partner_population_million,partner_trade_percent_gdp,hs_code,total_trade,trade_balance,gdp_reporter,gdp_partner,population_reporter,population_partner,rep_exchange_rate,rep_GDP-CAP,rep_gdp_ppp_current_usd,rep_GDP-PPP-CAP,rep_gdp_current_usd,rep_GDP-VOL,rep_population,rep_total_exports_usd_k,rep_total_imports_usd_k,rep_tariff_ahs_weighted,rep_tariff_mfn_weighted,par_exchange_rate,par_GDP-CAP,par_gdp_ppp_current_usd,par_GDP-PPP-CAP,par_gdp_current_usd,par_GDP-VOL,par_population,par_total_exports_usd_k,par_total_imports_usd_k,par_tariff_ahs_weighted,par_tariff_mfn_weighted,date
CHN,VNM,2018Q1,2018-03-31,2018,1,83.43973171069801,55.62513764907892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-03-31
CHN,VNM,2018Q2,2018-06-30,2018,2,99.45184798913064,66.30074181771799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-06-30
CHN,VNM,2018Q3,2018-09-30,2018,3,112.91052095329088,75.27409564193395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-30
CHN,VNM,2018Q4,2018-12-31,2018,4,118.5325,79.0225,,,,,,,,,,,,,,,999999.0,790.22,158.04,4624.4,1479.81,1400000000.0,97000000.0,6.6159571774,9791.9798119,21229364.47,14960.698014,13894907.05,13141421.97,1419.008956,1987292151.09,2862195428.63,5.57,6.7,22602.05,3222.3050435,914596.8609,9503.5570988,310106.0,302357.0435,96.2373195,273234684.27,296642636.85,5.77,8.39,2018-12-31
CHN,VNM,2019Q1,2019-03-31,2019,1,112.38522471383,74.92406245099828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-31
CHN,VNM,2019Q2,2019-06-30,2019,2,98.61486940138865,65.74325654133366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-06-30
CHN,VNM,2019Q3,2019-09-30,2019,3,84.59544223681743,56.3963924378112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-09-30
CHN,VNM,2019Q4,2019-12-31,2019,4,78.2,52.1325,,,,,,,,,,,,,,,999999.0,521.34,104.27,4369.71,1398.31,1400000000.0,97000000.0,6.9083850099,10031.446596,22526504.19,15824.504415,14279968.45,13944378.67,1423.520358,1924374506.81,2730865804.26,5.44,6.83,23050.241667,3440.8974878,981904.2612,10104.621912,334365.0,324608.2313,97.1737755,286270839.31,325225902.38,5.4,8.39,2019-12-31
CHN,VNM,2020Q1,2020-03-31,2020,1,90.64909294907152,60.432138055677406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-31
CHN,VNM,2020Q2,2020-06-30,2020,2,119.6225136246411,79.74829516325124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-06-30
CHN,VNM,2020Q3,2020-09-30,2020,3,152.89666500957347,101.93163454767912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-09-30
CHN,VNM,2020Q4,2020-12-31,2020,4,177.2425,118.1625,,,,,,,,,,,,,,,999999.0,1181.62,236.32,851.09,272.35,1400000000.0,97000000.0,6.900767269,10299.194171,22996148.41,16125.131589,14687743.56,14235098.29,1426.106093,1943216340.33,2691026163.58,5.98,6.74,23208.36833,3534.0422007,1010038.125,10298.189807,346616.0,333909.0196,98.079191,293843822.96,351527253.03,4.53,7.6,2020-12-31
CHN,VNM,2021Q1,2021-03-31,2021,1,192.72195753418012,128.4821837448935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-03-31
CHN,VNM,2021Q2,2021-06-30,2021,2,207.18662440001816,138.12529046531952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-06-30
CHN,VNM,2021Q3,2021-09-30,2021,3,217.94479540069017,145.2973790096161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-30
CHN,VNM,2021Q4,2021-12-31,2021,4,222.13,148.0875,,,,,,,,,,,,,,,999999.0,1480.87,296.17,4101.98,1312.63,1400000000.0,97000000.0,6.44897518,12492.984972,24939233.49,17483.582396,17820459.34,15437908.72,1426.437267,2419607092.09,3383435785.34,5.61,6.39,23159.78259,3700.7897657,1035911.677,10470.618544,366138.0,342462.5704,98.9350985,357022783.48,420575524.83,4.39,7.39,2021-12-31
CHN,VNM,2022Q1,2022-03-31,2022,1,221.8651165633533,147.91097828858335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-31
CHN,VNM,2022Q2,2022-06-30,2022,2,221.1064007212339,147.405350272588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-30
CHN,VNM,2022Q3,2022-09-30,2022,3,219.9111808336569,146.60880444441068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-09-30
CHN,VNM,2022Q4,2022-12-31,2022,4,218.36,145.575,,,,,,,,,,,,,,,999999.0,1455.74,291.15,1215.88,389.08,1400000000.0,97000000.0,6.737158112,12547.038618,25684612.7,18022.018599,17881783.09,15899314.09,1425.179569,12269820000.0,8410469999.999999,,,23271.2125,4101.1167112,1118988.257,11225.731382,408802.0,369926.8996,99.680655,4994389999.999999,3329590000.0,,,2022-12-31
CHN,VNM,2023Q1,2023-03-31,2023,1,214.58725609721563,143.0598995978695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-31
CHN,VNM,2023Q2,2023-06-30,2023,2,207.19551377891756,138.13171210745548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-30
CHN,VNM,2023Q3,2023-09-30,2023,3,197.15234054099463,131.435631236213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-30
CHN,VNM,2023Q4,2023-12-31,2023,4,185.625,123.75,,,,,,,,,,,,,,,999999.0,1237.51,247.5,1159.7,371.1,1400000000.0,97000000.0,7.083998423,12508.765211,27030519.58,19000.988238,17794780.92,16732458.69,1422.584933,8071820000.0,5573590000.0,,,23787.31917,4330.6657952,1175457.224,11713.318926,434591.8032,388595.0042,100.3521915,3746570000.0,2497710000.0,,,2023-12-31
IDN,AUS,2010Q4,2010-12-31,2010,4,126.8975,84.5975,,,,,,,,,,,,,,,999999.0,845.98,169.2,869.93,1130.91,270000000.0,25000000.0,9090.4333333,3065.6834853,2004021.29,8136.3296324,755094.158,703257.6219,246.305322,147018229.89,179646099.59,4.59,6.95,1.0901594864,58772.871792,1039914.883,46966.605794,1301324.272,1168287.205,22.1415805,207856459.01,220529973.43,4.51,6.3,2010-12-31
IDN,AUS,2011Q1,2011-03-31,2011,1,92.28012291406272,61.51949242109266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-03-31
IDN,AUS,2011Q2,2011-06-30,2011,2,68.96113458956873,45.973773081845955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-06-30
IDN,AUS,2011Q3,2011-09-30,2011,3,55.86720285918409,37.244709418653656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-09-30
IDN,AUS,2011Q4,2011-12-31,2011,4,51.8325,34.555,,,,,,,,,,,,,,,999999.0,345.56,69.11,868.91,1129.58,270000000.0,25000000.0,8770.433333,3579.4644264,2127665.08,8528.7401575,892969.105,746647.0999,249.470032,189547794.73,226263991.48,4.06,6.88,0.969463201,68867.541468,1080663.008,48072.679019,1548126.837,1214065.484,22.479775,258002208.68,280827540.1,4.25,6.35,2011-12-31
IDN,AUS,2012Q1,2012-03-31,2012,1,68.31129256250361,45.54099063826846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-03-31
IDN,AUS,2012Q2,2012-06-30,2012,2,104.65098795143076,69.76773855235395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-06-30
IDN,AUS,2012Q3,2012-09-30,2012,3,141.5363212286328,94.35824932768884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-09-30
IDN,AUS,2012Q4,2012-12-31,2012,4,158.3425,105.5625,,,,,,,,,,,,,,,999999.0,1055.62,211.12,757.97,985.37,270000000.0,25000000.0,9386.6291667,3632.272539,2255964.361,8927.4931898,917869.913,791670.298,252.698525,205799561.56,218738413.23,4.46,7.07,0.9658010307,69658.716777,1108827.231,48520.741451,1591885.856,1245706.44,22.852644,267620134.91,276014920.35,4.97,6.83,2012-12-31
IDN,AUS,2013Q1,2013-03-31,2013,1,157.12769960626048,104.75239410849508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-03-31
IDN,AUS,2013Q2,2013-06-30,2013,2,154.08668884455662,102.72451026545308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-06-30
IDN,AUS,2013Q3,2013-09-30,2013,3,150.17310149651502,100.1148783096444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-09-30
IDN,AUS,2013Q4,2013-12-31,2013,4,146.4425,97.6275,,,,,,,,,,,,,,,999999.0,976.28,195.26,334.5,434.85,270000000.0,25000000.0,10461.24,3566.6028531,2381334.249,9307.4508195,912524.137,835665.5039,255.8524665,204963295.75,211495216.32,4.75,7.37,1.035843097,66462.517511,1137738.803,48963.916262,1544341.035,1278187.002,23.2362705,254152356.16,273047221.42,5.22,7.08,2013-12-31
IDN,AUS,2014Q1,2014-03-31,2014,1,142.40125413648383,94.9335440914402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-03-31
IDN,AUS,2014Q2,2014-06-30,2014,2,137.63047879124815,91.7536008161367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-06-30
IDN,AUS,2014Q3,2014-09-30,2014,3,133.6141238140953,89.07663597117137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-09-30
IDN,AUS,2014Q4,2014-12-31,2014,4,131.935,87.9575,,,,,,,,,,,,,,,999999.0,879.56,175.91,1047.71,1362.02,270000000.0,25000000.0,11865.2113,3441.0680864,2500559.757,9659.2432042,890814.756,877504.5042,258.877399,195376514.17,202220508.73,4.2,6.88,1.109363293,62069.346868,1162789.651,49279.934664,1464563.512,1306330.253,23.5956005,245996985.03,267777740.11,4.06,6.24,2014-12-31
IDN,AUS,2015Q1,2015-03-31,2015,1,138.38024648023097,92.25407696193226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-03-31
IDN,AUS,2015Q2,2015-06-30,2015,2,152.81807950012467,101.87872994049104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-06-30
IDN,AUS,2015Q3,2015-09-30,2015,3,167.51705740186162,111.67746921450734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-09-30
IDN,AUS,2015Q4,2015-12-31,2015,4,174.2225,116.1475,,,,,,,,,,,,,,,999999.0,1161.48,232.3,2160.5,2808.65,270000000.0,25000000.0,13389.41294,3288.2226985,2622495.112,10017.198758,860854.233,920294.4527,261.799249,156079173.31,177048641.78,5.29,7.92,1.331090262,52041.863534,1195105.234,49904.172966,1246298.652,1342635.034,23.948002,222282357.96,210429474.1,5.22,7.17,2015-12-31
IDN,AUS,2016Q1,2016-03-31,2016,1,162.67426861478896,108.44863486610964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-31
IDN,AUS,2016Q2,2016-06-30,2016,2,136.1528323902862,90.76760327037351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-06-30
IDN,AUS,2016Q3,2016-09-30,2016,3,106.55087592170108,71.03294985727942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-09-30
IDN,AUS,2016Q4,2016-12-31,2016,4,86.69,57.7925,,,,,,,,,,,,,,,999999.0,577.93,115.59,762.22,990.89,270000000.0,25000000.0,13308.326802,3521.4694344,2754487.105,10408.925597,931877.364,966613.509,264.627418,148558661.51,169139141.75,4.86,7.82,1.345213976,53755.924824,1222816.251,50259.683954,1307879.662,1373766.839,24.329963,211932944.26,201875545.72,5.49,7.16,2016-12-31
IDN,AUS,2017Q1,2017-03-31,2017,1,76.37121706907766,50.91357125158973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-31
IDN,AUS,2017Q2,2017-06-30,2017,2,67.27987542157419,44.852948096407886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-06-30
IDN,AUS,2017Q3,2017-09-30,2017,3,60.77746943480536,40.51822592148554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-09-30
IDN,AUS,2017Q4,2017-12-31,2017,4,58.3125,38.875,,,,,,,,,,,,,,,999999.0,388.74,77.75,1990.58,2587.75,270000000.0,25000000.0,13380.83388,3798.8832611,2894133.703,10825.396976,1015618.744,1015618.744,267.346658,163135669.15,196117537.93,4.9,7.84,1.304758077,57162.722504,1258355.732,50881.63734,1413693.491,1413693.491,24.7310385,243575836.34,258738467.99,4.69,6.72,2017-12-31
IDN,AUS,2018Q1,2018-03-31,2018,1,66.98452865170417,44.65609840958108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-03-31
IDN,AUS,2018Q2,2018-06-30,2018,2,86.41051988432382,57.6061901966238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-06-30
IDN,AUS,2018Q3,2018-09-30,2018,3,106.18787950984148,70.79051728649392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-30
IDN,AUS,2018Q4,2018-12-31,2018,4,115.21,76.805,,,,,,,,,,,,,,,999999.0,768.06,153.61,401.22,521.58,270000000.0,25000000.0,14236.938773,3860.9535238,3043884.618,11275.657705,1042271.533,1068169.819,269.9518465,186547509.4,212110525.57,4.59,8.3,1.3384121465,58001.543728,1285801.843,51186.979202,1456981.697,1444527.689,25.1197055,253256026.01,281900650.2,4.18,6.29,2018-12-31
IDN,AUS,2019Q1,2019-03-31,2019,1,101.559718598416,67.70506642383238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-31
IDN,AUS,2019Q2,2019-06-30,2019,2,70.98206975983054,47.32053623281245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-06-30
IDN,AUS,2019Q3,2019-09-30,2019,3,39.851346475655305,26.56730003717061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-09-30
IDN,AUS,2019Q4,2019-12-31,2019,4,25.65,17.1,,,,,,,,,,,,,,,999999.0,171.01,34.2,711.34,924.74,270000000.0,25000000.0,14147.671361,4106.9485603,3196665.944,11731.341355,1119099.871,1121784.335,272.489381,173708752.76,199677042.34,5.92,8.75,1.4385065442,54139.598082,1281498.44,50288.930763,1379623.894,1439693.051,25.482714,238521519.42,295235899.15,5.11,7.76,2019-12-31
IDN,AUS,2020Q1,2020-03-31,2020,1,45.54337290101129,30.3622486006742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-31
IDN,AUS,2020Q2,2020-06-30,2020,2,89.41303803206239,59.608692021374935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-06-30
IDN,AUS,2020Q3,2020-09-30,2020,3,133.94140300044694,89.29426866696463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-09-30
IDN,AUS,2020Q4,2020-12-31,2020,4,154.23,102.82,,,,,,,,,,,,,,,999999.0,1028.19,205.64,2080.64,2704.84,270000000.0,25000000.0,14582.20347,3853.7028959,3130638.431,11391.808901,1059054.843,1098613.747,274.8148655,145945189.94,187775204.63,4.7,8.11,1.453085118,55841.143327,1308561.52,50830.179596,1437562.723,1470096.934,25.743791,225016351.05,265172649.93,3.39,5.5,2020-12-31
IDN,AUS,2021Q1,2021-03-31,2021,1,147.25092021685427,98.16715313212532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-03-31
IDN,AUS,2021Q2,2021-06-30,2021,2,131.617260767113,87.74442898161261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-06-30
IDN,AUS,2021Q3,2021-09-30,2021,3,115.70082687718016,77.13318339141992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-30
IDN,AUS,2021Q4,2021-12-31,2021,4,108.44,72.2925,,,,,,,,,,,,,,,999999.0,722.93,144.59,1431.55,1861.02,270000000.0,25000000.0,14308.1439,4287.1578375,3246567.706,11730.707276,1186505.456,1139296.023,276.758053,202125597.34,264351623.59,4.3,7.62,1.33122426,67524.270674,1364423.31,52565.933261,1752688.161,1532854.584,25.9564175,279420552.82,374899439.39,3.25,5.57,2021-12-31
IDN,AUS,2022Q1,2022-03-31,2022,1,110.46555499187124,73.64296060480534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-31
IDN,AUS,2022Q2,2022-06-30,2022,2,115.77031740167668,77.17969128649008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-30
IDN,AUS,2022Q3,2022-09-30,2022,3,123.13301579260718,82.08843300216007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-09-30
IDN,AUS,2022Q4,2022-12-31,2022,4,131.16,87.44,,,,,,,,,,,,,,,999999.0,874.4,174.88,340.88,443.14,270000000.0,25000000.0,14849.85394,4730.8314018,3418914.837,12261.623056,1319100.22,1199776.634,278.8305285,5351580000.0,3567730000.0,,,1.441664459,67805.736689,1405587.798,53646.373402,1776577.056,1579100.624,26.2009845,3837070000.0,2558060000.0,,,2022-12-31
IDN,AUS,2023Q1,2023-03-31,2023,1,140.31529244009008,93.54365860896743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-31
IDN,AUS,2023Q2,2023-06-30,2023,2,152.13001770418416,101.42016359842192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-30
IDN,AUS,2023Q3,2023-09-30,2023,3,166.1852459261914,110.79026046431166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-30
IDN,AUS,2023Q4,2023-12-31,2023,4,181.8525,121.235,,,,,,,,,,,,,,,999999.0,1212.35,242.47,661.51,859.97,270000000.0,25000000.0,15236.88466,4876.4033313,3591505.274,12772.518314,1371196.177,1260342.628,281.1900665,5212160000.0,3474770000.0,,,1.505191066,67824.825327,1434589.852,54235.496836,1794042.865,1611682.838,26.451124,5575490000.0,3716980000.0,,,2023-12-31
IDN,BRN,2010Q4,2010-12-31,2010,4,29.2675,19.5125,,,,,,,,,,,,,,,999999.0,195.12,39.02,847.56,254.27,270000000.0,400000.0,9090.4333333,3065.6834853,2004021.29,8136.3296324,755094.158,703257.6219,246.305322,147018229.89,179646099.59,4.59,6.95,1.3635094737,34937.961369,26331.28644,67114.806949,13707.28026,12334.41748,0.392332,3344589.07,8983212.87,1.2,2.69,2010-12-31
IDN,BRN,2011Q1,2011-03-31,2011,1,24.64900333956677,16.43356030754356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-03-31
IDN,BRN,2011Q2,2011-06-30,2011,2,21.097415987421968,14.065829617718052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-06-30
IDN,BRN,2011Q3,2011-09-30,2011,3,18.815560994587432,12.54456038118844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-09-30
IDN,BRN,2011Q4,2011-12-31,2011,4,18.0175,12.0125,,,,,,,,,,,,,,,999999.0,120.12,24.02,1235.02,370.51,270000000.0,400000.0,8770.433333,3579.4644264,2127665.08,8528.7401575,892969.105,746647.0999,249.470032,189547794.73,226263991.48,4.06,6.88,1.25791302,46383.730453,27317.47695,68398.256209,18525.12853,12796.38068,0.3993885,6578067.06,12479651.6,1.62,4.1,2011-12-31
IDN,BRN,2012Q1,2012-03-31,2012,1,19.222737011190524,12.815862410860952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-03-31
IDN,BRN,2012Q2,2012-06-30,2012,2,21.880574088270073,14.587469474113268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-06-30
IDN,BRN,2012Q3,2012-09-30,2012,3,24.578318396122896,16.385677088814905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-09-30
IDN,BRN,2012Q4,2012-12-31,2012,4,25.8075,17.205,,,,,,,,,,,,,,,999999.0,172.04,34.41,401.18,120.36,270000000.0,400000.0,9386.6291667,3632.272539,2255964.361,8927.4931898,917869.913,791670.298,252.698525,205799561.56,218738413.23,4.46,7.07,1.2495670165,46968.655021,27566.84226,67972.877417,19048.44334,12913.19137,0.4055565,7091004.52,13322471.33,1.57,2.88,2012-12-31
IDN,BRN,2013Q1,2013-03-31,2013,1,22.940194072495547,15.293335702552843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-03-31
IDN,BRN,2013Q2,2013-06-30,2013,2,16.51721485436369,11.011065039779751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-06-30
IDN,BRN,2013Q3,2013-09-30,2013,3,9.978059742890414,6.651338635226738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-09-30
IDN,BRN,2013Q4,2013-12-31,2013,4,6.995,4.6625,,,,,,,,,,,,,,,999999.0,46.63,9.33,836.49,250.95,270000000.0,400000.0,10461.24,3566.6028531,2381334.249,9307.4508195,912524.137,835665.5039,255.8524665,204963295.75,211495216.32,4.75,7.37,1.25116567,44003.486413,26980.76333,65614.377678,18094.32162,12638.65324,0.411202,8411525.98,11208752.1,1.29,2.6,2013-12-31
IDN,BRN,2014Q1,2014-03-31,2014,1,10.143892516265357,6.762015702398609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-03-31
IDN,BRN,2014Q2,2014-06-30,2014,2,17.19764670346026,11.465087528565588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-06-30
IDN,BRN,2014Q3,2014-09-30,2014,3,24.378985951462273,16.253226354375258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-09-30
IDN,BRN,2014Q4,2014-12-31,2014,4,27.655,18.4375,,,,,,,,,,,,,,,999999.0,184.37,36.87,515.64,154.69,270000000.0,400000.0,11865.2113,3441.0680864,2500559.757,9659.2432042,890814.756,877504.5042,258.877399,195376514.17,202220508.73,4.2,6.88,1.267040123,41026.472074,26303.99066,63116.878468,17097.80275,12321.63126,0.4167505,6155924.88,10291549.67,0.07,2.67,2014-12-31
IDN,BRN,2015Q1,2015-03-31,2015,1,24.120878740517767,16.081165135456807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-03-31
IDN,BRN,2015Q2,2015-06-30,2015,2,16.204183425145946,10.802799223838548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-06-30
IDN,BRN,2015Q3,2015-09-30,2015,3,8.14429456681842,5.428960657811871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-09-30
IDN,BRN,2015Q4,2015-12-31,2015,4,4.4675,2.9775,,,,,,,,,,,,,,,999999.0,29.78,5.96,1702.61,510.78,270000000.0,400000.0,13389.41294,3288.2226985,2622495.112,10017.198758,860854.233,920294.4527,261.799249,156079173.31,177048641.78,5.29,7.92,1.374910845,30625.152299,26200.77808,62056.050297,12930.29149,12273.28318,0.4222115,5753928.35,6318887.29,0.09,2.65,2015-12-31
IDN,BRN,2016Q1,2016-03-31,2016,1,9.022336663600656,6.014186705666505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-31
IDN,BRN,2016Q2,2016-06-30,2016,2,19.06684546324403,12.710810226896132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-06-30
IDN,BRN,2016Q3,2016-09-30,2016,3,29.26217183335789,19.507983064172283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-09-30
IDN,BRN,2016Q4,2016-12-31,2016,4,33.9075,22.605,,,,,,,,,,,,,,,999999.0,226.05,45.21,794.41,238.32,270000000.0,400000.0,13308.326802,3521.4694344,2754487.105,10408.925597,931877.364,966613.509,264.627418,148558661.51,169139141.75,4.86,7.82,1.3813468769,26663.765799,25551.54435,59760.747748,11400.46636,11969.16132,0.427564,3538347.0,4767135.39,0.78,2.65,2016-12-31
IDN,BRN,2017Q1,2017-03-31,2017,1,29.21350110020899,19.475921425027696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-31
IDN,BRN,2017Q2,2017-06-30,2017,2,18.69859332769519,12.466551944722212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-06-30
IDN,BRN,2017Q3,2017-09-30,2017,3,7.993496740553759,5.3304002137695825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-09-30
IDN,BRN,2017Q4,2017-12-31,2017,4,3.11,2.075,,,,,,,,,,,,,,,999999.0,20.74,4.15,1627.83,488.35,270000000.0,400000.0,13380.83388,3798.8832611,2894133.703,10825.396976,1015618.744,1015618.744,267.346658,163135669.15,196117537.93,4.9,7.84,1.380891164,28024.419094,25891.02282,59826.011895,12128.1839,12128.1839,0.432772,3046020.25,5594273.15,0.11,2.74,2017-12-31
IDN,BRN,2018Q1,2018-03-31,2018,1,7.606727552396508,5.072324562703665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-03-31
IDN,BRN,2018Q2,2018-06-30,2018,2,17.877615927611316,11.918537524154992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-06-30
IDN,BRN,2018Q3,2018-09-30,2018,3,28.84022163927482,19.22603039072856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-30
