reporter,partner,year,export_usd,import_usd,trade_value,source,data_type,verification_status,currency,unit,bilateral_tariff,tariff_reduction,cumulative_reduction,distance_km,contiguity,common_language,gravity_score,reporter_gdp_billion,reporter_population_million,reporter_trade_percent_gdp,partner_gdp_billion,partner_population_million,partner_trade_percent_gdp,dataset_version,integration_timestamp,data_authenticity,hs_code,total_trade,trade_balance,gdp_reporter,gdp_partner,population_reporter,population_partner,product_description,data_source,collection_timestamp,reporter_iso,partner_iso,rep_exchange_rate,rep_GDP-CAP,rep_gdp_ppp_current_usd,rep_GDP-PPP-CAP,rep_gdp_current_usd,rep_GDP-VOL,rep_population,rep_total_exports_usd_k,rep_total_imports_usd_k,rep_tariff_ahs_weighted,rep_tariff_mfn_weighted,par_exchange_rate,par_GDP-CAP,par_gdp_ppp_current_usd,par_GDP-PPP-CAP,par_gdp_current_usd,par_GDP-VOL,par_population,par_total_exports_usd_k,par_total_imports_usd_k,par_tariff_ahs_weighted,par_tariff_mfn_weighted
KOR,PHL,2014,330.83,220.56,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,551.39,110.28,2680.14,1608.09,51000000.0,110000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.321074,KOR,PHL,1052.84,29373.095942,1927793.2,38144.622628,1484488.526,1486564.611,50.5390555,484579267.53,597335773.89,3.53,5.53,44.3951543,2866.8423228,700943.4983,6754.9666094,297484.0,269579.2682,103.76713,113955943.65,81117418.86,2.21,5.01
KOR,PHL,2015,461.0,307.33,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,768.34,153.67,1924.47,1154.68,51000000.0,110000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.321077,KOR,PHL,1130.9525,28754.932544,1981946.902,38873.967173,1466038.936,1528323.746,50.9839115,432866802.98,552012684.22,3.55,5.93,45.50283994,2909.8594165,745441.9398,7078.3474022,306446.0,286693.1402,105.3129915,105170754.58,76957535.29,1.99,5.41
KOR,PHL,2016,83.24,55.49,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,138.73,27.75,2606.61,1563.97,51000000.0,110000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.321080,KOR,PHL,1160.7675,29234.756341,2040352.534,39774.629376,1499679.824,1573361.64,51.297839,412454921.09,529762972.36,3.08,5.34,47.492463859,2985.195612,798736.4434,7483.3097194,318627.0,307189.9325,106.735719,111480922.71,77716921.84,2.04,5.13
KOR,PHL,2017,550.83,367.22,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,918.05,183.61,640.65,384.39,51000000.0,110000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.321083,KOR,PHL,1131.000833,31524.406803,2104820.24,40881.194531,1623074.136,1623074.136,51.4862705,475735384.66,613436693.25,3.26,5.72,50.40371979,3038.1236699,854096.1729,7899.5430458,328481.0,328481.0,108.1196935,125799186.31,90375624.19,1.93,5.07
KOR,PHL,2018,490.27,326.85,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,817.11,163.42,3556.24,2133.74,51000000.0,110000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.321087,KOR,PHL,1100.1633333,33410.991006,2166015.864,41943.810345,1725373.445,1670263.455,51.640894,510250237.65,654131162.84,3.17,5.84,52.661429954,3168.5113253,908259.0931,8297.2339647,346842.0,349311.7808,109.4652865,137351788.29,97024300.51,1.92,4.9
KOR,PHL,2019,446.35,297.57,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,743.91,148.78,3055.24,1833.14,51000000.0,110000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.321090,KOR,PHL,1165.3575,31900.553328,2214620.78,42779.851802,1651422.932,1707743.797,51.767846,484505254.22,593957679.71,3.08,5.6,51.795782652,3400.7858522,963830.4535,8698.463125,376823.0,370684.2405,110.8046835,136053277.19,94371725.13,1.9,5.09
KOR,PHL,2020,538.43,358.95,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,897.38,179.48,3196.95,1918.17,51000000.0,110000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.321093,KOR,PHL,1180.265833,31707.692502,2198909.92,42402.127027,1644312.785,1695628.8,51.8584815,466456375.49,580512852.86,2.94,5.36,49.624096,3227.5778046,872092.0987,7780.8910033,361751.0,335402.1406,112.081264,122722239.34,87263105.03,1.95,5.1
KOR,PHL,2021,459.36,306.24,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,765.6,153.12,1507.28,904.37,51000000.0,110000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.321096,KOR,PHL,1143.951667,35072.099576,2293567.162,44236.02797,1818432.16,1768621.124,51.8483975,599607208.16,731208977.99,2.57,4.98,49.25459773,3484.3827572,921929.964,8151.3900988,394087.0,354569.5275,113.10095,160694229.05,108774557.15,1.88,4.82
KOR,PHL,2022,518.89,345.93,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,864.82,172.96,3796.84,2278.1,51000000.0,110000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.321100,KOR,PHL,1291.446667,32325.904316,2353490.552,45449.52502,1673916.512,1814829.396,51.7825115,7368370000.0,4912260000.0,,,54.47778584,3547.4605944,991721.9491,8702.0375159,404284.0,381411.1665,113.9643385,4945060000.0,3296700000.0,,
KOR,PHL,2023,433.82,289.22,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,723.04,144.61,671.53,402.92,51000000.0,110000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.321103,KOR,PHL,1305.6625,33098.246143,2385421.141,46096.217746,1712792.501,1839451.789,51.748739,8042610000.0,5361740000.0,,,55.63036322,3800.3084988,1046941.755,9112.4626091,436622.0,402648.4199,114.891199,4090480000.0,2726990000.0,,
KOR,SGP,2010,211.33,140.89,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,352.22,70.44,2830.19,2264.15,51000000.0,5900000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.321106,KOR,SGP,1156.46,23450.643722,1705335.547,34967.375184,1143672.241,1315022.521,48.7693325,382807012.58,468903832.31,4.7,5.85,1.3635083333,47234.063172,396959.2275,78187.538482,239808.0,254682.8344,5.077014,283683816.14,219320306.12,3.42,4.45
KOR,SGP,2011,633.96,422.64,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,1056.6,211.32,1248.0,998.4,51000000.0,5900000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.321110,KOR,SGP,1108.233333,25510.881669,1768188.55,35991.723275,1253289.5,1363489.883,49.1276435,457837429.58,550285750.57,4.15,5.98,1.257775877,53906.429248,421629.9434,81360.574725,279356.0,270511.18,5.182239,333904541.89,255739125.84,3.68,4.6
KOR,SGP,2012,879.62,586.41,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,1466.03,293.21,744.97,595.98,51000000.0,5900000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.321113,KOR,SGP,1126.8066667,25767.286475,1810669.827,36505.74955,1278046.574,1396248.149,49.5995795,461077465.08,559096089.75,4.54,6.46,1.2496762037,55747.982913,440331.0581,83185.871244,295093.0,282509.5228,5.2933395,344457775.95,265072169.74,3.48,4.64
KOR,SGP,2013,74.56,49.71,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,124.27,24.85,2699.82,2159.86,51000000.0,5900000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.321116,KOR,SGP,1094.9825,27373.698389,1867972.252,37306.347289,1370632.955,1440435.336,50.0711645,466392231.85,582607822.91,4.42,6.56,1.2513,57110.935973,461545.4358,85700.093091,307576.0,296120.3359,5.3855885,350901223.86,253325699.57,3.43,4.53
KOR,SGP,2014,893.4,595.6,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,1489.01,297.8,1322.23,1057.78,51000000.0,5900000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.321119,KOR,SGP,1052.84,29373.095942,1927793.2,38144.622628,1484488.526,1486564.611,50.5390555,484579267.53,597335773.89,3.53,5.53,1.26705,57689.58757,479709.2544,87892.642665,314864.0,307773.9579,5.4579,356379052.39,255300011.35,2.67,4.31
KOR,SGP,2015,324.84,216.56,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,541.39,108.28,1338.68,1070.94,51000000.0,5900000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.321123,KOR,SGP,1130.9525,28754.932544,1981946.902,38873.967173,1466038.936,1528323.746,50.9839115,432866802.98,552012684.22,3.55,5.93,1.374825,55743.000046,493990.1056,89404.480141,307999.0,316936.3288,5.5253395,307870281.7,228530657.09,2.99,4.46
KOR,SGP,2016,467.94,311.96,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,779.9,155.98,2773.04,2218.44,51000000.0,5900000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.321126,KOR,SGP,1160.7675,29234.756341,2040352.534,39774.629376,1499679.824,1573361.64,51.297839,412454921.09,529762972.36,3.08,5.34,1.3815463636,57195.057772,511781.8265,91751.218172,319030.0,328351.2187,5.5779295,291595859.83,209145163.17,3.04,4.41
KOR,SGP,2017,595.62,397.08,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,992.7,198.54,2230.7,1784.56,51000000.0,5900000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.321129,KOR,SGP,1131.000833,31524.406803,2104820.24,40881.194531,1623074.136,1623074.136,51.4862705,475735384.66,613436693.25,3.26,5.72,1.380925,61254.138392,535039.5336,95473.240355,343273.0,343273.0,5.6040785,324115886.89,241173092.07,2.66,4.42
KOR,SGP,2018,515.88,343.92,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,859.8,171.96,1868.43,1494.74,51000000.0,5900000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.321132,KOR,SGP,1100.1633333,33410.991006,2166015.864,41943.810345,1725373.445,1670263.455,51.640894,510250237.65,654131162.84,3.17,5.84,1.3488416667,66887.519535,554170.4852,98355.367925,376869.0,355547.1195,5.6343695,350767605.1,273959660.24,3.2,5.12
KOR,SGP,2019,818.13,545.42,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,1363.55,272.71,3628.62,2902.89,51000000.0,5900000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.321137,KOR,SGP,1165.3575,31900.553328,2214620.78,42779.851802,1651422.932,1707743.797,51.767846,484505254.22,593957679.71,3.08,5.6,1.3641583333,66466.857011,561548.2835,99046.140421,376838.0,360280.5995,5.6695625,337952557.56,255470223.87,2.93,4.97
KOR,SGP,2020,345.44,230.29,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,575.73,115.15,2372.43,1897.94,51000000.0,5900000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.321140,KOR,SGP,1180.265833,31707.692502,2198909.92,42402.127027,1644312.785,1695628.8,51.8584815,466456375.49,580512852.86,2.94,5.36,1.379741667,61989.799028,539641.0343,96018.965026,348392.0,346225.2509,5.6201505,312681362.45,243048065.88,2.07,4.61
KOR,SGP,2021,642.53,428.35,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,1070.88,214.18,768.25,614.6,51000000.0,5900000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.321143,KOR,SGP,1143.951667,35072.099576,2293567.162,44236.02797,1818432.16,1768621.124,51.8483975,599607208.16,731208977.99,2.57,4.98,1.343483333,76410.898096,587574.2688,105940.05521,423797.0,376978.4648,5.54629,366827604.72,297256085.21,1.7,4.17
KOR,SGP,2022,82.31,54.88,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,137.19,27.44,965.47,772.37,51000000.0,5900000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.321147,KOR,SGP,1291.446667,32325.904316,2353490.552,45449.52502,1673916.512,1814829.396,51.7825115,7368370000.0,4912260000.0,,,1.378666667,82619.034071,609003.565,107790.4451,466788.0,390727.1662,5.6498845,5600720000.0,3733820000.0,,
KOR,SGP,2023,1194.71,796.47,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,1991.18,398.24,2727.7,2182.16,51000000.0,5900000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.321150,KOR,SGP,1305.6625,33098.246143,2385421.141,46096.217746,1712792.501,1839451.789,51.748739,8042610000.0,5361740000.0,,,1.342766667,81110.040534,615551.5925,106329.60373,469553.284,394928.2783,5.7890895,6452860000.000001,4301900000.0,,
KOR,THA,2010,418.99,279.32,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,698.31,139.66,855.26,627.19,51000000.0,69000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.321154,KOR,THA,1156.46,23450.643722,1705335.547,34967.375184,1143672.241,1315022.521,48.7693325,382807012.58,468903832.31,4.7,5.85,31.685705,4973.8662593,967545.2153,14108.384517,341105.0,366173.0337,68.5794475,164369019.73,211874428.67,6.86,8.59
KOR,THA,2011,172.83,115.22,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,288.05,57.61,2135.83,1566.28,51000000.0,69000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.321158,KOR,THA,1108.233333,25510.881669,1768188.55,35991.723275,1253289.5,1363489.883,49.1276435,457837429.58,550285750.57,4.15,5.98,30.49173333,5373.6270565,975673.9024,14138.7245,370819.0,369249.3819,69.007208,196258832.76,244596852.61,6.81,8.71
KOR,THA,2012,347.95,231.96,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,579.91,115.98,868.1,636.61,51000000.0,69000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.321161,KOR,THA,1126.8066667,25767.286475,1810669.827,36505.74955,1278046.574,1396248.149,49.5995795,461077465.08,559096089.75,4.54,6.46,31.083091667,5725.5233438,1046339.103,15069.09422,397558.0,395993.0322,69.436098,218327275.01,239002179.1,6.51,8.68
KOR,THA,2013,843.8,562.53,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,1406.33,281.27,1880.01,1378.68,51000000.0,69000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.321164,KOR,THA,1094.9825,27373.698389,1867972.252,37306.347289,1370632.955,1440435.336,50.0711645,466392231.85,582607822.91,4.42,6.56,30.72596667,6018.0873495,1074459.062,15383.45337,420334.0,406635.1919,69.8451145,220237585.45,238097919.89,7.1,9.08
KOR,THA,2014,125.12,83.41,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,208.53,41.71,1271.14,932.17,51000000.0,69000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.321167,KOR,THA,1052.84,29373.095942,1927793.2,38144.622628,1484488.526,1486564.611,50.5390555,484579267.53,597335773.89,3.53,5.53,32.47983333,5801.1973604,1085038.904,15452.791964,407339.0,410639.1937,70.2163665,204283910.67,244508257.83,6.47,8.41
KOR,THA,2015,98.97,65.98,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,164.96,32.99,3284.11,2408.35,51000000.0,69000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.321171,KOR,THA,1130.9525,28754.932544,1981946.902,38873.967173,1466038.936,1528323.746,50.9839115,432866802.98,552012684.22,3.55,5.93,34.24771667,5688.8499365,1119042.75,15863.767088,401296.0,423508.1441,70.5407955,189862592.21,236153735.35,7.21,8.89
KOR,THA,2016,854.61,569.74,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,1424.36,284.87,2514.07,1843.65,51000000.0,69000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.321174,KOR,THA,1160.7675,29234.756341,2040352.534,39774.629376,1499679.824,1573361.64,51.297839,412454921.09,529762972.36,3.08,5.34,35.296383333,5833.5721792,1157483.213,16334.826448,413366.0,438056.1579,70.8598415,186050893.48,241433220.77,7.19,8.45
KOR,THA,2017,855.45,570.3,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,1425.75,285.15,2625.58,1925.42,51000000.0,69000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.321177,KOR,THA,1131.000833,31524.406803,2104820.24,40881.194531,1623074.136,1623074.136,51.4862705,475735384.66,613436693.25,3.26,5.72,33.93981106,6413.0944456,1205839.839,16945.428193,456357.0,456357.0,71.160187,209958739.12,262594747.06,6.32,8.35
KOR,THA,2018,458.2,305.47,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,763.67,152.73,3172.01,2326.14,51000000.0,69000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.321180,KOR,THA,1100.1633333,33410.991006,2166015.864,41943.810345,1725373.445,1670263.455,51.640894,510250237.65,654131162.84,3.17,5.84,32.310225743,7099.7736307,1256761.95,17607.607148,506754.0,475628.765,71.3760785,231250511.36,280430322.8,6.64,8.47
KOR,THA,2019,474.6,316.4,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,791.01,158.2,1314.99,964.33,51000000.0,69000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.321184,KOR,THA,1165.3575,31900.553328,2214620.78,42779.851802,1651422.932,1707743.797,51.767846,484505254.22,593957679.71,3.08,5.6,31.047605781,7605.7008872,1283337.04,17943.180803,543977.0,485686.2603,71.522271,219755477.99,274455584.07,6.45,8.65
KOR,THA,2020,87.94,58.62,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,146.56,29.31,807.68,592.3,51000000.0,69000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.321187,KOR,THA,1180.265833,31707.692502,2198909.92,42402.127027,1644312.785,1695628.8,51.8584815,466456375.49,580512852.86,2.94,5.36,31.29367321,6985.5756128,1205477.324,16826.526547,500457.0,456219.8044,71.6414835,197955677.83,260938320.44,5.67,7.81
KOR,THA,2021,183.62,122.41,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,306.03,61.21,2754.14,2019.71,51000000.0,69000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.321190,KOR,THA,1143.951667,35072.099576,2293567.162,44236.02797,1818432.16,1768621.124,51.8483975,599607208.16,731208977.99,2.57,4.98,31.97709344,7048.470728,1223463.613,17057.146542,505568.0,463026.8185,71.727332,254099887.41,320261003.24,5.9,7.94
KOR,THA,2022,1059.56,706.37,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,1765.93,353.19,3996.24,2930.57,51000000.0,69000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.321193,KOR,THA,1291.446667,32325.904316,2353490.552,45449.52502,1673916.512,1814829.396,51.7825115,7368370000.0,4912260000.0,,,35.06135021,6906.2623244,1255244.967,17498.281314,495423.0,475054.6541,71.735329,6189210000.0,4126170000.0,,
KOR,THA,2023,409.87,273.25,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,683.12,136.62,1618.22,1186.7,51000000.0,69000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.321197,KOR,THA,1305.6625,33098.246143,2385421.141,46096.217746,1712792.501,1839451.789,51.748739,8042610000.0,5361740000.0,,,34.80218858,7178.4635626,1278737.038,17833.941595,514713.317,483945.3629,71.702435,5371800000.0,3581190000.0,,
KOR,VNM,2010,142.59,95.06,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,237.66,47.53,2954.23,1575.59,51000000.0,97000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.321200,KOR,VNM,1156.46,23450.643722,1705335.547,34967.375184,1143672.241,1315022.521,48.7693325,382807012.58,468903832.31,4.7,5.85,18612.916667,1683.1598537,552831.6656,6321.316196,147201.0,182760.9027,87.4551515,98169568.36,76816118.48,8.15,11.06
KOR,VNM,2011,128.68,85.79,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,214.47,42.89,3063.24,1633.73,51000000.0,97000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.321203,KOR,VNM,1108.233333,25510.881669,1768188.55,35991.723275,1253289.5,1363489.883,49.1276435,457837429.58,550285750.57,4.15,5.98,20509.75,1950.9244858,588285.8207,6649.6782193,172595.0,194481.71,88.468314,123383970.95,99879200.19,7.49,10.34
KOR,VNM,2012,168.38,112.25,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,280.63,56.13,3070.73,1637.72,51000000.0,97000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.321206,KOR,VNM,1126.8066667,25767.286475,1810669.827,36505.74955,1278046.574,1396248.149,49.5995795,461077465.08,559096089.75,4.54,6.46,20828.0,2185.1214746,620669.0699,6934.0476466,195591.0,205187.3049,89.5103555,132638064.4,129603396.99,6.76,9.48
KOR,VNM,2013,316.38,210.92,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,527.3,105.46,1416.65,755.55,51000000.0,97000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.321210,KOR,VNM,1094.9825,27373.698389,1867972.252,37306.347289,1370632.955,1440435.336,50.0711645,466392231.85,582607822.91,4.42,6.56,20933.41667,2359.5194441,655138.041,7233.251507,213709.0,216582.4196,90.573104,164165747.95,147140082.36,6.69,9.24
KOR,VNM,2014,527.01,351.34,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,878.34,175.67,892.0,475.73,51000000.0,97000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.321213,KOR,VNM,1052.84,29373.095942,1927793.2,38144.622628,1484488.526,1486564.611,50.5390555,484579267.53,597335773.89,3.53,5.53,21148.0,2546.3795219,697214.1295,7604.9011646,233451.0,230492.3752,91.679578,186918674.89,167053034.32,5.29,8.84
KOR,VNM,2015,370.8,247.2,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,618.0,123.6,2932.28,1563.88,51000000.0,97000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.321216,KOR,VNM,1130.9525,28754.932544,1981946.902,38873.967173,1466038.936,1528323.746,50.9839115,432866802.98,552012684.22,3.55,5.93,21697.5675,2577.5653157,745927.7396,8036.000759,239258.0,246596.6325,92.823254,202330416.64,195758017.03,6.05,9.13
KOR,VNM,2016,278.53,185.68,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,464.21,92.84,3183.02,1697.61,51000000.0,97000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.321219,KOR,VNM,1160.7675,29234.756341,2040352.534,39774.629376,1499679.824,1573361.64,51.297839,412454921.09,529762972.36,3.08,5.34,21935.000833,2735.0604401,795832.3,8466.290571,257096.0,263094.6066,94.0001165,211488189.38,216726897.81,5.9,8.43
KOR,VNM,2017,95.44,63.63,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,159.07,31.81,2865.78,1528.41,51000000.0,97000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.321223,KOR,VNM,1131.000833,31524.406803,2104820.24,40881.194531,1623074.136,1623074.136,51.4862705,475735384.66,613436693.25,3.26,5.72,22370.08667,2956.1140611,851064.9603,8941.9204846,281354.0,281354.0,95.176977,251062198.66,263447213.47,5.89,8.32
KOR,VNM,2018,544.84,363.23,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,908.07,181.61,3485.97,1859.18,51000000.0,97000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.321226,KOR,VNM,1100.1633333,33410.991006,2166015.864,41943.810345,1725373.445,1670263.455,51.640894,510250237.65,654131162.84,3.17,5.84,22602.05,3222.3050435,914596.8609,9503.5570988,310106.0,302357.0435,96.2373195,273234684.27,296642636.85,5.77,8.39
KOR,VNM,2019,661.83,441.22,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,1103.04,220.61,1496.73,798.26,51000000.0,97000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.321229,KOR,VNM,1165.3575,31900.553328,2214620.78,42779.851802,1651422.932,1707743.797,51.767846,484505254.22,593957679.71,3.08,5.6,23050.241667,3440.8974878,981904.2612,10104.621912,334365.0,324608.2313,97.1737755,286270839.31,325225902.38,5.4,8.39
KOR,VNM,2020,184.32,122.88,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,307.21,61.44,3818.63,2036.6,51000000.0,97000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.321232,KOR,VNM,1180.265833,31707.692502,2198909.92,42402.127027,1644312.785,1695628.8,51.8584815,466456375.49,580512852.86,2.94,5.36,23208.36833,3534.0422007,1010038.125,10298.189807,346616.0,333909.0196,98.079191,293843822.96,351527253.03,4.53,7.6
KOR,VNM,2021,663.12,442.08,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,1105.2,221.04,3837.21,2046.51,51000000.0,97000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.321236,KOR,VNM,1143.951667,35072.099576,2293567.162,44236.02797,1818432.16,1768621.124,51.8483975,599607208.16,731208977.99,2.57,4.98,23159.78259,3700.7897657,1035911.677,10470.618544,366138.0,342462.5704,98.9350985,357022783.48,420575524.83,4.39,7.39
KOR,VNM,2022,241.89,161.26,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,403.15,80.63,3705.93,1976.5,51000000.0,97000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.321239,KOR,VNM,1291.446667,32325.904316,2353490.552,45449.52502,1673916.512,1814829.396,51.7825115,7368370000.0,4912260000.0,,,23271.2125,4101.1167112,1118988.257,11225.731382,408802.0,369926.8996,99.680655,4994389999.999999,3329590000.0,,
