date_quarterly,year,export_usd,import_usd,trade_value,bilateral_tariff,tariff_reduction,cumulative_reduction,distance_km,contiguity,common_language,gravity_score,reporter_gdp_billion,reporter_population_million,reporter_trade_percent_gdp,partner_gdp_billion,partner_population_million,partner_trade_percent_gdp,hs_code,total_trade,trade_balance,gdp_reporter,gdp_partner,population_reporter,population_partner,rep_exchange_rate,rep_GDP-CAP,rep_gdp_ppp_current_usd,rep_GDP-PPP-CAP,rep_gdp_current_usd,rep_GDP-VOL,rep_population,rep_total_exports_usd_k,rep_total_imports_usd_k,rep_tariff_ahs_weighted,rep_tariff_mfn_weighted,par_exchange_rate,par_GDP-CAP,par_gdp_ppp_current_usd,par_GDP-PPP-CAP,par_gdp_current_usd,par_GDP-VOL,par_population,par_total_exports_usd_k,par_total_imports_usd_k,par_tariff_ahs_weighted,par_tariff_mfn_weighted,reporter_iso,partner_iso,quarter
2011-12-31,2011,30.835,20.5575,,,,,,,,,,,,,,,999999.0,205.57,41.11,2357.94,353.69,125000000.0,400000.0,79.80701983,48659.803012,4863957.917,37971.064627,6233147.172,4569639.801,128.0964325,721993840.66,897524447.55,5.91,6.87,1.25791302,46383.730453,27317.47695,68398.256209,18525.12853,12796.38068,0.3993885,6578067.06,12479651.6,1.62,4.1,JPN,BRN,4
2012-03-31,2012,37.58293481939343,25.05586535306349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN,BRN,1
2012-06-30,2012,52.46375177919118,34.97584134999389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN,BRN,2
2012-09-30,2012,67.56800312540437,45.04476506640219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN,BRN,3
2012-12-31,2012,74.45,49.6325,,,,,,,,,,,,,,,999999.0,496.33,99.27,3811.66,571.75,125000000.0,400000.0,79.790455417,49030.306284,4930825.227,38543.667079,6272362.996,4632460.97,127.928285,735536916.49,883364655.11,5.99,6.91,1.2495670165,46968.655021,27566.84226,67972.877417,19048.44334,12913.19137,0.4055565,7091004.52,13322471.33,1.57,2.88,JPN,BRN,4
2013-03-31,2013,73.78671480386268,49.19023017742264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN,BRN,1
2013-06-30,2013,71.95237295275106,47.96713183033808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN,BRN,2
2013-09-30,2013,69.19373133801784,46.127765360515035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN,BRN,3
2013-12-31,2013,65.815,43.875,,,,,,,,,,,,,,,999999.0,438.76,87.75,588.07,88.21,125000000.0,400000.0,97.59565828,40809.422254,5029693.213,39379.499335,5212328.181,4725346.453,127.7236455,708583475.97,806986724.3,6.18,7.23,1.25116567,44003.486413,26980.76333,65614.377678,18094.32162,12638.65324,0.411202,8411525.98,11208752.1,1.29,2.6,JPN,BRN,4
2014-03-31,2014,57.939470998628956,38.62475555698033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN,BRN,1
2014-06-30,2014,44.78735863354437,29.85726202793515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN,BRN,2
2014-09-30,2014,31.85997897085064,21.23966888995879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN,BRN,3
2014-12-31,2014,25.05,16.7,,,,,,,,,,,,,,,999999.0,167.0,33.4,3766.74,565.01,125000000.0,400000.0,105.944781,38411.834908,5044591.442,39569.580363,4896994.405,4739343.19,127.4866045,707208557.48,781230169.07,5.14,6.32,1.267040123,41026.472074,26303.99066,63116.878468,17097.80275,12321.63126,0.4167505,6155924.88,10291549.67,0.07,2.67,JPN,BRN,4
2015-03-31,2015,23.427381661261823,15.61825813662307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN,BRN,1
2015-06-30,2015,22.168890977059007,14.779263978831207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN,BRN,2
2015-09-30,2015,21.354199359874936,14.23613416127415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN,BRN,3
2015-12-31,2015,21.0675,14.045,,,,,,,,,,,,,,,999999.0,140.44,28.09,2337.81,350.67,125000000.0,400000.0,121.0440257,34923.592074,5123318.682,40253.652019,4444930.652,4813306.645,127.2758725,595680877.63,714588499.06,5.86,6.85,1.374910845,30625.152299,26200.77808,62056.050297,12930.29149,12273.28318,0.4222115,5753928.35,6318887.29,0.09,2.65,JPN,BRN,4
2016-03-31,2016,22.01936512348454,14.679682385792491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN,BRN,1
2016-06-30,2016,24.365787264973854,16.244209087163416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN,BRN,2
2016-09-30,2016,27.376383343142344,18.251553422459043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN,BRN,3
2016-12-31,2016,30.2425,20.1625,,,,,,,,,,,,,,,999999.0,201.62,40.32,3239.2,485.88,125000000.0,400000.0,108.79290005,39349.477478,5161939.628,40594.067451,5003677.628,4849590.637,127.159951,570925547.86,728482296.73,5.48,6.45,1.3813468769,26663.765799,25551.54435,59760.747748,11400.46636,11969.16132,0.427564,3538347.0,4767135.39,0.78,2.65,JPN,BRN,4
2017-03-31,2017,33.34311257243069,22.229645048072722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN,BRN,1
2017-06-30,2017,37.000505102737385,24.667899758733082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN,BRN,2
2017-09-30,2017,40.078443223685134,26.719819246871023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN,BRN,3
2017-12-31,2017,41.365,27.5775,,,,,,,,,,,,,,,999999.0,275.76,55.15,3019.3,452.9,125000000.0,400000.0,112.1661411,38805.724619,5248419.242,41305.096184,4930837.369,4930837.369,127.06469,612176156.0,787221806.07,4.9,6.2,1.380891164,28024.419094,25891.02282,59826.011895,12128.1839,12128.1839,0.432772,3046020.25,5594273.15,0.11,2.74,JPN,BRN,4
2018-03-31,2018,39.145838575177955,26.097932037674447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN,BRN,1
2018-06-30,2018,34.17475140356334,22.783589405912853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN,BRN,2
2018-09-30,2018,29.113749494032398,19.409298469321392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN,BRN,3
2018-12-31,2018,26.805,17.87,,,,,,,,,,,,,,,999999.0,178.69,35.74,4713.73,707.06,125000000.0,400000.0,110.42317934,39719.049747,5282187.1,41620.394279,5040880.939,4962561.934,126.9134325,668775926.91,831891680.53,5.1,6.6,1.3489185654,30988.221293,25904.54772,59168.537275,13566.93767,12134.5194,0.4378095,5290251.13,6803968.36,0.06,2.41,JPN,BRN,4
2019-03-31,2019,34.07558636781823,22.716930718228195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN,BRN,1
2019-06-30,2019,50.46924080725684,33.64574942005848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN,BRN,2
2019-09-30,2019,67.43298695586616,44.9546239121527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN,BRN,3
2019-12-31,2019,75.8225,50.5475,,,,,,,,,,,,,,,999999.0,505.48,101.1,3439.45,515.92,125000000.0,400000.0,109.0096659,40394.768276,5260943.771,41523.028485,5117993.853,4942604.039,126.6994235,654804747.44,795029187.31,5.21,6.82,1.3642185141,30426.573078,26906.82313,60781.655214,13469.23537,12604.01729,0.44268,4251197.39,6740896.98,0.14,2.64,JPN,BRN,4
2020-03-31,2020,76.79337018240811,51.194746320839876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN,BRN,1
2020-06-30,2020,77.51195774715363,51.67380474624652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN,BRN,2
2020-09-30,2020,77.962891324389,51.97442739207181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN,BRN,3
2020-12-31,2020,78.1175,52.0775,,,,,,,,,,,,,,,999999.0,520.78,104.16,5107.8,766.17,125000000.0,400000.0,106.7745823,40026.961611,5042766.177,39925.453647,5055587.094,4737628.372,126.304543,593173166.59,721069676.57,4.09,6.33,1.37970343,26834.389203,27211.83171,60821.678217,12005.79965,12746.89307,0.4474035,4012124.78,7358979.7,0.19,3.13,JPN,BRN,4
2021-03-31,2021,68.86438941614377,45.9088866232067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN,BRN,1
2021-06-30,2021,48.13673129878643,32.09073239565367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN,BRN,2
2021-09-30,2021,27.034160836724354,18.022641751183123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN,BRN,3
2021-12-31,2021,17.4075,11.605,,,,,,,,,,,,,,,999999.0,116.05,23.21,4474.32,671.15,125000000.0,400000.0,109.7543238,40059.256081,5171826.712,41150.970353,5034620.785,4858879.454,125.679338,704318189.05,850187993.81,3.69,6.0,1.343806963,31006.997956,26778.95607,59282.1359,14006.49662,12544.12026,0.4517205,5952745.83,10458199.96,0.2,2.75,JPN,BRN,4
2022-03-31,2022,17.423480404755434,11.61560182953543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN,BRN,1
2022-06-30,2022,17.471902879349113,11.647727333136295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN,BRN,2
2022-09-30,2022,17.553480903068746,11.701851008021839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN,BRN,3
2022-12-31,2022,17.6675,11.7775,,,,,,,,,,,,,,,999999.0,117.79,23.56,4996.18,749.43,125000000.0,400000.0,131.4981404,34051.945879,5221204.053,41770.441768,4256410.761,4905268.971,124.997578,9434580000.0,6289690000.0,,,1.378956397,36632.968326,26342.90588,57849.517546,16681.53647,12339.86039,0.4553695,1647950000.0,1098620000.0,,,JPN,BRN,4
2023-03-31,2023,20.728059161307574,13.817763296745222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN,BRN,1
2023-06-30,2023,28.71877025318542,19.1452680145998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN,BRN,2
2023-09-30,2023,40.15457220087534,26.76979454125608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN,BRN,3
2023-12-31,2023,53.2975,35.5325,,,,,,,,,,,,,,,999999.0,355.32,71.06,2225.67,333.85,125000000.0,400000.0,140.4911001,33874.026624,5321611.072,42788.217198,4212944.753,4999600.361,124.3709465,10194200000.0,6796150000.0,,,1.343079601,32961.388151,26713.43664,58205.739075,15127.57965,12513.42886,0.4589485,1289480000.0,859650000.0,,,JPN,BRN,4
2010-12-31,2010,26.035,17.3575,,,,,,,,,,,,,,,999999.0,173.57,34.71,2139.32,320.9,125000000.0,16700000.0,87.779875,44927.71708,4862800.107,37935.71537,5759071.769,4568552.05,128.185275,595809643.87,829607541.18,6.33,7.08,4184.9166667,775.29051235,38881.96357,2681.380475,11242.27529,13710.92277,14.500726,10394736.45,5833766.91,7.65,15.47,JPN,KHM,4
2011-03-31,2011,33.677930514305274,22.45290317186828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN,KHM,1
2011-06-30,2011,40.00921667662555,26.67374903662384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN,KHM,2
2011-09-30,2011,44.33661893901666,29.55861872893808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN,KHM,3
2011-12-31,2011,45.925,30.6175,,,,,,,,,,,,,,,999999.0,306.16,61.23,2704.45,405.67,125000000.0,16700000.0,79.80701983,48659.803012,4863957.917,37971.064627,6233147.172,4569639.801,128.0964325,721993840.66,897524447.55,5.91,6.87,4058.5,871.41911637,41630.75118,2827.6796505,12829.54114,14680.22604,14.722584,14908553.72,7929788.58,6.76,15.23,JPN,KHM,4
2012-03-31,2012,44.954157606518535,29.970013877813564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN,KHM,1
2012-06-30,2012,42.81321695713804,28.54215146862513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN,KHM,2
2012-09-30,2012,40.64013023932334,27.09284980901485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN,KHM,3
2012-12-31,2012,39.65,26.4325,,,,,,,,,,,,,,,999999.0,264.33,52.87,1918.39,287.76,125000000.0,16700000.0,79.790455417,49030.306284,4930825.227,38543.667079,6272362.996,4632460.97,127.928285,735536916.49,883364655.11,5.99,6.91,4033.0,940.40567449,44675.35185,2989.3005196,14054.44321,15753.84169,14.9450855,15562910.59,9303921.26,12.06,14.94,JPN,KHM,4
2013-03-31,2013,40.57085433156587,27.046684554731996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN,KHM,1
2013-06-30,2013,42.79420518518556,28.52953465440328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN,KHM,2
2013-09-30,2013,45.46830801451666,30.312859484146223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN,KHM,3
2013-12-31,2013,47.665,31.7775,,,,,,,,,,,,,,,999999.0,317.77,63.55,2836.49,425.47,125000000.0,16700000.0,97.59565828,40809.422254,5029693.213,39379.499335,5212328.181,4725346.453,127.7236455,708583475.97,806986724.3,6.18,7.23,4027.25,1003.8090382,47961.96789,3161.5894437,15227.9914,16912.79908,15.1702075,21356035.77,10688885.62,6.87,15.46,JPN,KHM,4
2014-03-31,2014,49.43138950616383,32.95475451714768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN,KHM,1
2014-06-30,2014,51.23810505519982,34.15867093266362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN,KHM,2
2014-09-30,2014,52.655343171236154,35.10296438650211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN,KHM,3
2014-12-31,2014,53.225,35.4825,,,,,,,,,,,,,,,999999.0,354.83,70.97,3503.19,525.48,125000000.0,16700000.0,105.944781,38411.834908,5044591.442,39569.580363,4896994.405,4739343.19,127.4866045,707208557.48,781230169.07,5.14,6.32,4037.5,1084.8125427,51387.68554,3337.5623935,16702.61084,18120.80778,15.3967715,18919015.18,12834555.05,5.51,14.97,JPN,KHM,4
2015-03-31,2015,53.12718813217499,35.41729179123568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN,KHM,1
2015-06-30,2015,52.83763338735994,35.22425478815885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN,KHM,2
2015-09-30,2015,52.362719572527205,34.90764546782877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN,KHM,3
2015-12-31,2015,51.7175,34.4775,,,,,,,,,,,,,,,999999.0,344.78,68.96,3168.29,475.24,125000000.0,16700000.0,121.0440257,34923.592074,5123318.682,40253.652019,4444930.652,4813306.645,127.2758725,595680877.63,714588499.06,5.86,6.85,4067.75,1155.3264342,54967.24782,3518.2977972,18049.95429,19383.06661,15.6232505,19831040.31,14590895.43,6.27,15.26,JPN,KHM,4
2016-03-31,2016,47.04260464806154,31.36115140120935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN,KHM,1
2016-06-30,2016,37.25197805026792,24.834617999352737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN,KHM,2
2016-09-30,2016,26.435012235204304,17.623880393781455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN,KHM,3
2016-12-31,2016,19.015,12.6775,,,,,,,,,,,,,,,999999.0,126.77,25.35,2860.57,429.09,125000000.0,16700000.0,108.79290005,39349.477478,5161939.628,40594.067451,5003677.628,4849590.637,127.159951,570925547.86,728482296.73,5.48,6.45,4058.6945789,1262.6630041,58778.29969,3707.7543757,20016.74786,20726.95547,15.852803,18592725.14,17211901.25,5.75,13.71,JPN,KHM,4
2017-03-31,2017,14.892650918531517,9.929298741857876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN,KHM,1
2017-06-30,2017,11.214054473103788,7.476897975971955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN,KHM,2
2017-09-30,2017,8.55974225946464,5.707338854378988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN,KHM,3
2017-12-31,2017,7.5475,5.0325,,,,,,,,,,,,,,,999999.0,50.32,10.06,1287.04,193.06,125000000.0,16700000.0,112.1661411,38805.724619,5248419.242,41305.096184,4930837.369,4930837.369,127.06469,612176156.0,787221806.07,4.9,6.2,4050.579986,1379.7478152,62890.96072,3912.7420658,22177.20059,22177.20059,16.0733725,21919436.54,18015782.4,6.2,14.22,JPN,KHM,4
2018-03-31,2018,15.407157058688952,10.272144360015114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN,KHM,1
2018-06-30,2018,33.01337530884255,22.009338676098984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN,KHM,2
2018-09-30,2018,50.938046735335476,33.95882996352344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN,KHM,3
2018-12-31,2018,59.115,39.41,,,,,,,,,,,,,,,999999.0,394.1,78.82,4484.51,672.68,125000000.0,16700000.0,110.42317934,39719.049747,5282187.1,41620.394279,5040880.939,4962561.934,126.9134325,668775926.91,831891680.53,5.1,6.6,4051.1669003,1509.8295566,67588.39299,4153.0187533,24571.75358,23833.65322,16.2745215,28829437.62,20492360.28,6.56,14.57,JPN,KHM,4
2019-03-31,2019,55.485589955882695,36.990339515828374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN,KHM,1
2019-06-30,2019,47.14978621807016,31.433045251589718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN,KHM,2
2019-09-30,2019,38.13739662882113,25.42476551591488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN,KHM,3
2019-12-31,2019,32.775,21.85,,,,,,,,,,,,,,,999999.0,218.5,43.7,1592.45,238.87,125000000.0,16700000.0,109.0096659,40394.768276,5260943.771,41523.028485,5117993.853,4942604.039,126.6994235,654804747.44,795029187.31,5.21,6.82,4061.1489631,1643.6436116,72356.15051,4390.1957339,27089.39003,25514.90461,16.481304,29227312.37,25971672.21,5.57,13.75,JPN,KHM,4
2020-03-31,2020,30.815518336484068,20.543973092729292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN,KHM,1
2020-06-30,2020,29.228315435715228,19.48610485384971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN,KHM,2
2020-09-30,2020,28.152457945093126,18.76906283391959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN,KHM,3
2020-12-31,2020,27.76,18.5075,,,,,,,,,,,,,,,999999.0,185.07,37.01,3228.4,484.26,125000000.0,16700000.0,106.7745823,40026.961611,5042766.177,39925.453647,5055587.094,4737628.372,126.304543,593173166.59,721069676.57,4.09,6.33,4092.783219,1546.9097416,70115.99922,4192.1682648,25872.79789,24724.96145,16.7254735,26384611.6,25166569.35,6.29,12.88,JPN,KHM,4
2021-03-31,2021,33.55405367888807,22.37007544014786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN,KHM,1
2021-06-30,2021,46.53316623582003,31.022532627417316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN,KHM,2
2021-09-30,2021,59.74703900991473,39.83149147990962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN,KHM,3
2021-12-31,2021,65.775,43.85,,,,,,,,,,,,,,,999999.0,438.5,87.7,5195.51,779.33,125000000.0,16700000.0,109.7543238,40059.256081,5171826.712,41150.970353,5034620.785,4858879.454,125.679338,704318189.05,850187993.81,3.69,6.0,4098.722795,1588.3454643,72237.98236,4255.7253585,26961.06115,25473.23505,16.9743055,37816122.97,29706982.66,6.79,13.14,JPN,KHM,4
2022-03-31,2022,65.57099436431477,43.71399624287652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN,KHM,1
2022-06-30,2022,64.9788044086059,43.3192029390706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN,KHM,2
2022-09-30,2022,64.03022211402606,42.68681474268404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN,KHM,3
2022-12-31,2022,62.775,41.85,,,,,,,,,,,,,,,999999.0,418.51,83.7,1001.73,150.26,125000000.0,16700000.0,131.4981404,34051.945879,5221204.053,41770.441768,4256410.761,4905268.971,124.997578,9434580000.0,6289690000.0,,,4102.037865,1715.2251819,76023.11559,4419.5057309,29504.82932,26807.98424,17.2017235,1678930000.0,1119290000.0,,,JPN,KHM,4
2023-03-31,2023,58.989494590889734,39.326329727259825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN,KHM,1
2023-06-30,2023,51.06699144570148,34.04466096380099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN,KHM,2
2023-09-30,2023,40.15265112748577,26.768434084990513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN,KHM,3
2023-12-31,2023,27.615,18.41,,,,,,,,,,,,,,,999999.0,184.09,36.82,4309.48,646.42,125000000.0,16700000.0,140.4911001,33874.026624,5321611.072,42788.217198,4212944.753,4999600.361,124.3709465,10194200000.0,6796150000.0,,,4110.652746,1814.3872084,79822.7667,4581.2278556,31613.6659,28147.85286,17.4238805,1665590000.0,1110400000.0,,,JPN,KHM,4
2010-12-31,2010,98.5625,65.7075,,,,,,,,,,,,,,,999999.0,657.08,131.42,759.43,379.72,125000000.0,270000000.0,87.779875,44927.71708,4862800.107,37935.71537,5759071.769,4568552.05,128.185275,595809643.87,829607541.18,6.33,7.08,9090.4333333,3065.6834853,2004021.29,8136.3296324,755094.158,703257.6219,246.305322,147018229.89,179646099.59,4.59,6.95,JPN,IDN,4
2011-03-31,2011,78.30094070337675,52.200204878994995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN,IDN,1
2011-06-30,2011,60.304850500615586,40.203159901359626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN,IDN,2
2011-09-30,2011,46.2075897276349,30.805164071013817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN,IDN,3
2011-12-31,2011,37.8,25.2,,,,,,,,,,,,,,,999999.0,252.01,50.4,1325.57,662.78,125000000.0,270000000.0,79.80701983,48659.803012,4863957.917,37971.064627,6233147.172,4569639.801,128.0964325,721993840.66,897524447.55,5.91,6.87,8770.433333,3579.4644264,2127665.08,8528.7401575,892969.105,746647.0999,249.470032,189547794.73,226263991.48,4.06,6.88,JPN,IDN,4
2012-03-31,2012,33.132449440606045,22.088013676611627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN,IDN,1
2012-06-30,2012,29.336811427649078,19.557320442970294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN,IDN,2
2012-09-30,2012,26.75608152044299,17.83663292371914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN,IDN,3
2012-12-31,2012,25.8125,17.2075,,,,,,,,,,,,,,,999999.0,172.08,34.42,2664.53,1332.26,125000000.0,270000000.0,79.790455417,49030.306284,4930825.227,38543.667079,6272362.996,4632460.97,127.928285,735536916.49,883364655.11,5.99,6.91,9386.6291667,3632.272539,2255964.361,8927.4931898,917869.913,791670.298,252.698525,205799561.56,218738413.23,4.46,7.07,JPN,IDN,4
2013-03-31,2013,48.46733672571936,32.310803714447694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN,IDN,1
2013-06-30,2013,101.34626896256378,67.56362819848894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN,IDN,2
2013-09-30,2013,160.6286192518984,107.0854669464828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN,IDN,3
2013-12-31,2013,200.6325,133.755,,,,,,,,,,,,,,,999999.0,1337.54,267.51,3384.23,1692.11,125000000.0,270000000.0,97.59565828,40809.422254,5029693.213,39379.499335,5212328.181,4725346.453,127.7236455,708583475.97,806986724.3,6.18,7.23,10461.24,3566.6028531,2381334.249,9307.4508195,912524.137,835665.5039,255.8524665,204963295.75,211495216.32,4.75,7.37,JPN,IDN,4
2014-03-31,2014,221.66642048289458,147.77788666768038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN,IDN,1
2014-06-30,2014,240.25625762633615,160.17138139690226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN,IDN,2
2014-09-30,2014,253.581205199729,169.05488755910721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN,IDN,3
2014-12-31,2014,258.64,172.4275,,,,,,,,,,,,,,,999999.0,1724.27,344.85,2150.32,1075.16,125000000.0,270000000.0,105.944781,38411.834908,5044591.442,39569.580363,4896994.405,4739343.19,127.4866045,707208557.48,781230169.07,5.14,6.32,11865.2113,3441.0680864,2500559.757,9659.2432042,890814.756,877504.5042,258.877399,195376514.17,202220508.73,4.2,6.88,JPN,IDN,4
2015-03-31,2015,248.56812143602838,165.71270507163587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN,IDN,1
2015-06-30,2015,223.41092798387692,148.9407501824855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN,IDN,2
2015-09-30,2015,191.1627677842459,127.44141405697673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN,IDN,3
